,Model_4,K2_OI
1585,CONFIRMED,CANDIDATE
1586,CONFIRMED,CANDIDATE
1587,CONFIRMED,CANDIDATE
1588,CONFIRMED,CANDIDATE
1589,CONFIRMED,CANDIDATE
1590,CONFIRMED,CANDIDATE
1591,CONFIRMED,CANDIDATE
1592,CONFIRMED,CANDIDATE
1593,CONFIRMED,CANDIDATE
1594,CONFIRMED,CANDIDATE
1595,CONFIRMED,CANDIDATE
1596,CONFIRMED,CANDIDATE
1597,CONFIRMED,CANDIDATE
1598,CONFIRMED,CANDIDATE
1599,CONFIRMED,CANDIDATE
1600,CONFIRMED,CANDIDATE
1602,CONFIRMED,CANDIDATE
1603,CONFIRMED,CANDIDATE
1604,CONFIRMED,CANDIDATE
1605,CONFIRMED,CANDIDATE
1606,CONFIRMED,CANDIDATE
1607,CONFIRMED,CANDIDATE
1608,CONFIRMED,CANDIDATE
1609,CONFIRMED,CANDIDATE
1610,CONFIRMED,CANDIDATE
1611,CONFIRMED,CANDIDATE
1612,CONFIRMED,CANDIDATE
1613,CONFIRMED,CANDIDATE
1614,CONFIRMED,CANDIDATE
1615,CONFIRMED,CANDIDATE
1617,CONFIRMED,CANDIDATE
1618,CONFIRMED,CANDIDATE
1619,CONFIRMED,CANDIDATE
1620,CONFIRMED,CANDIDATE
1621,CONFIRMED,CANDIDATE
1622,CONFIRMED,CANDIDATE
1623,CONFIRMED,CANDIDATE
1624,CONFIRMED,CANDIDATE
1625,CONFIRMED,CANDIDATE
1626,CONFIRMED,CANDIDATE
1627,CONFIRMED,CANDIDATE
1628,CONFIRMED,CANDIDATE
1629,CONFIRMED,CANDIDATE
1630,CONFIRMED,CANDIDATE
1631,CONFIRMED,CANDIDATE
1632,CONFIRMED,CANDIDATE
1633,CONFIRMED,CANDIDATE
1634,CONFIRMED,CANDIDATE
1635,CONFIRMED,CANDIDATE
1636,CONFIRMED,CANDIDATE
1637,CONFIRMED,CANDIDATE
1638,CONFIRMED,CANDIDATE
1639,CONFIRMED,CANDIDATE
1640,CONFIRMED,CANDIDATE
1641,CONFIRMED,CANDIDATE
1642,CONFIRMED,CANDIDATE
1643,CONFIRMED,CANDIDATE
1644,CONFIRMED,CANDIDATE
1645,CONFIRMED,CANDIDATE
1646,CONFIRMED,CANDIDATE
1647,CONFIRMED,CANDIDATE
1648,CONFIRMED,CANDIDATE
1649,CONFIRMED,CANDIDATE
1650,CONFIRMED,CANDIDATE
1651,CONFIRMED,CANDIDATE
1653,CONFIRMED,CANDIDATE
1654,CONFIRMED,CANDIDATE
1655,CONFIRMED,CANDIDATE
1656,CONFIRMED,CANDIDATE
1657,CONFIRMED,CANDIDATE
1658,CONFIRMED,CANDIDATE
1659,CONFIRMED,CANDIDATE
1660,CONFIRMED,CANDIDATE
1661,CONFIRMED,CANDIDATE
1662,CONFIRMED,CANDIDATE
1663,CONFIRMED,CANDIDATE
1664,CONFIRMED,CANDIDATE
1665,CONFIRMED,CANDIDATE
1666,CONFIRMED,CANDIDATE
1667,CONFIRMED,CANDIDATE
1668,CONFIRMED,CANDIDATE
1669,CONFIRMED,CANDIDATE
1670,CONFIRMED,CANDIDATE
1671,CONFIRMED,CANDIDATE
1672,CONFIRMED,CANDIDATE
1673,CONFIRMED,CANDIDATE
1674,CONFIRMED,CANDIDATE
1675,CONFIRMED,CANDIDATE
1676,CONFIRMED,CANDIDATE
1680,CONFIRMED,CANDIDATE
1681,CONFIRMED,CANDIDATE
1682,CONFIRMED,CANDIDATE
1683,CONFIRMED,CANDIDATE
1684,CONFIRMED,CANDIDATE
1685,CONFIRMED,CANDIDATE
1686,CONFIRMED,FALSE POSITIVE
1687,CONFIRMED,FALSE POSITIVE
1688,CONFIRMED,CANDIDATE
1689,CONFIRMED,FALSE POSITIVE
1690,CONFIRMED,CANDIDATE
1691,CONFIRMED,CANDIDATE
1692,CONFIRMED,CANDIDATE
1693,CONFIRMED,FALSE POSITIVE
1694,CONFIRMED,FALSE POSITIVE
1695,CONFIRMED,FALSE POSITIVE
1696,CONFIRMED,FALSE POSITIVE
1697,CONFIRMED,FALSE POSITIVE
1698,CONFIRMED,FALSE POSITIVE
1699,CONFIRMED,FALSE POSITIVE
1700,CONFIRMED,FALSE POSITIVE
1701,CONFIRMED,FALSE POSITIVE
1702,CONFIRMED,FALSE POSITIVE
1703,CONFIRMED,FALSE POSITIVE
1704,CONFIRMED,FALSE POSITIVE
1705,CONFIRMED,CANDIDATE
1706,CONFIRMED,FALSE POSITIVE
1707,CONFIRMED,FALSE POSITIVE
1708,CONFIRMED,FALSE POSITIVE
1709,CONFIRMED,FALSE POSITIVE
1710,CONFIRMED,FALSE POSITIVE
1711,CONFIRMED,CANDIDATE
1712,CONFIRMED,FALSE POSITIVE
1713,CONFIRMED,FALSE POSITIVE
1714,CONFIRMED,CANDIDATE
1715,CONFIRMED,CANDIDATE
1716,CONFIRMED,FALSE POSITIVE
1717,CONFIRMED,FALSE POSITIVE
1735,CANDIDATE,CONFIRMED
1747,CANDIDATE,CONFIRMED
1758,CANDIDATE,CONFIRMED
1761,CANDIDATE,CONFIRMED
1774,FALSE POSITIVE,CONFIRMED
1777,CANDIDATE,CONFIRMED
1778,CANDIDATE,CONFIRMED
1779,CANDIDATE,CONFIRMED
1826,CANDIDATE,CONFIRMED
1858,CANDIDATE,CONFIRMED
1992,FALSE POSITIVE,CONFIRMED
1994,CANDIDATE,CONFIRMED
2012,FALSE POSITIVE,CONFIRMED
2045,FALSE POSITIVE,CONFIRMED
2061,CANDIDATE,CONFIRMED
2093,CANDIDATE,CONFIRMED
2237,CANDIDATE,CONFIRMED
2258,CANDIDATE,CONFIRMED
2393,CANDIDATE,CONFIRMED
2428,FALSE POSITIVE,CONFIRMED
2439,FALSE POSITIVE,CONFIRMED
2456,CANDIDATE,CONFIRMED
2457,FALSE POSITIVE,CONFIRMED
2463,CONFIRMED,CANDIDATE
2476,CANDIDATE,CONFIRMED
2480,CANDIDATE,CONFIRMED
2481,CANDIDATE,CONFIRMED
2537,CANDIDATE,CONFIRMED
2556,CANDIDATE,CONFIRMED
2797,CANDIDATE,CONFIRMED
2837,CANDIDATE,CONFIRMED
2846,CANDIDATE,CONFIRMED
3041,CANDIDATE,CONFIRMED
3107,CANDIDATE,CONFIRMED
3144,CONFIRMED,FALSE POSITIVE
3145,CONFIRMED,FALSE POSITIVE
3146,CONFIRMED,FALSE POSITIVE
3147,CONFIRMED,FALSE POSITIVE
3148,CANDIDATE,CONFIRMED
3229,CONFIRMED,FALSE POSITIVE
3230,CONFIRMED,FALSE POSITIVE
3231,CONFIRMED,FALSE POSITIVE
3232,CONFIRMED,FALSE POSITIVE
3233,CONFIRMED,FALSE POSITIVE
3278,CONFIRMED,FALSE POSITIVE
3279,CONFIRMED,FALSE POSITIVE
3280,CONFIRMED,FALSE POSITIVE
3281,CONFIRMED,FALSE POSITIVE
3282,CONFIRMED,FALSE POSITIVE
3288,CONFIRMED,FALSE POSITIVE
3315,CONFIRMED,FALSE POSITIVE
3329,CANDIDATE,CONFIRMED
3344,CANDIDATE,CONFIRMED
3362,CANDIDATE,CONFIRMED
3363,CONFIRMED,FALSE POSITIVE
3372,CANDIDATE,CONFIRMED
3394,CANDIDATE,CONFIRMED
3398,CANDIDATE,CONFIRMED
3399,CANDIDATE,CONFIRMED
3401,CANDIDATE,CONFIRMED
3442,CANDIDATE,CONFIRMED
3458,CANDIDATE,CONFIRMED
3502,CANDIDATE,CONFIRMED
