row_id,koi_eccen,koi_teq,koi_impact,koi_incl,koi_insol,koi_count,koi_period,koi_steff,koi_smass,koi_smet,koi_slogg
333,0,333,0.652,89.71,2.92,2,224.7789355,5873,1.092,0.18,4.293
334,0,1372,0.216,88.4,838.42,1,0.890110752,4768,0.815,0.21,4.628
335,0,1964,0.708,86.31,3518.78,1,5.76573396,5772,1.657,-0.48,3.364
336,0,1037,0.097,89.65,273.78,3,7.42608123,6049,1.14,0.16,4.353
337,0,803,0.533,88.79,98.51,3,15.9868932,6049,1.14,0.16,4.353
338,0,1922,1.169,13.27,3248.17,1,0.73094589,5901,0.938,-0.3,4.553
339,0,1171,0.806,88,443.58,3,18.92537246,4941,1.808,0.4,3.317
340,0,2863,0.736,59.29,15822.49,1,0.933749106,6215,1.233,-0.24,3.849
341,0,1572,0.715,77.61,1448.05,1,2.037440623,6253,0.975,-0.4,4.415
342,0,25,0.7127,89.95,0,1,129995.7784,4500,0.717,0.2,4.572
343,0,688,0.283,89.06,53.09,3,31.5925809,5676,1.016,0.1,4.1
344,0,844,0.238,88.81,119.87,3,17.157236,5676,1.016,0.1,4.1
345,0,753,0.337,87.9,76.1,1,1.97376085,3807,0.534,-0.06,4.762
346,0,1768,0.042,89.9,2310.43,2,13.11896244,7221,2.018,-0.18,3.488
347,0,1170,0.766,80.11,442.78,1,4.618767792,6013,0.938,-0.3,4.381
348,0,2101,0.005,89.98,4601.71,2,7.82187328,7221,2.018,-0.18,3.488
349,0,675,0.46,89.25,49.16,1,53.5057611,6247,1.174,-0.12,4.016
350,0,1784,0.893,72.39,2388.98,1,2.785821236,6202,1.162,-0.1,4.026
351,0,737,1.197,88.49,69.62,1,52.56901867,7240,1.62,0.21,4.178
352,0,684,1.213,60.41,51.85,1,3.411758679,3995,0.582,-0.1,4.71
353,0,2069,0.113,88.3,4349.62,1,0.525426427,5791,0.889,-0.38,4.575
354,0,1331,0.412,86.18,740.47,2,1.269091415,5041,0.807,0.02,4.576
355,0,1016,0.698,86.37,251.77,2,2.853133997,5041,0.807,0.02,4.576
356,0,985,0.62,87.32,222.91,1,6.79685353,6061,1.05,-0.1,4.486
357,0,1303,1.276,75.19,681.39,1,8.667822346,6266,1.089,-0.44,3.923
358,0,2740,0.136,88.41,13331.51,3,1.475323222,4941,1.808,0.4,3.317
359,0,1941,0.639,86.24,3354.56,3,4.15246118,4941,1.808,0.4,3.317
360,0,1580.163265,0.69544898,72.65908163,31090.7949,1,6.7210783,5632.693878,1.011989796,-0.153367347,4.29494898
361,0,890,0.314,88.75,148.62,2,8.7348852,5982,1.047,-0.04,4.493
362,0,770,0.69,87.49,83.13,1,10.26547688,5699,0.95,-0.1,4.553
363,0,848,0.963,86,122.34,1,13.4471791,6276,1.001,-0.32,4.405
364,0,1027,1.145,80.32,263.55,1,3.305577989,5534,0.786,-0.58,4.629
365,0,1347,0.785,76.62,778.45,1,4.800653901,6715,1.256,-0.1,4.347
366,0,932,1.018,86.38,177.96,1,15.06649901,5751,1.028,-0.04,4.028
367,0,459,0.663,88.26,10.49,1,34.82008158,5114,0.746,-0.16,4.522
368,0,2090,1.224,40.22,4500.59,1,0.651784374,5555,0.975,0.26,4.375
369,0,4903,1.203,24.35,136609.48,1,1.353771892,4283,0.931,0,2.012
370,0,1139,1.228,53.41,397.48,1,18.95491633,6362,1.352,-0.28,3.761
371,0,6421,1.187,67.59,401588.95,1,4.348866254,3598,1.679,0,0.65
372,0,905,1.272,88.51,158.41,1,47.93094546,8214,1.737,-0.18,4.104
373,0,2203,0.0303,89.95,5563.95,1,3.99751422,5066,1.372,-0.33,3.122
374,0,1053,0.003,89.93,290.51,1,1.592633181,4506,0.654,-0.2,4.626
375,0,588,0.728,88.73,28.2,1,67.5923754,6038,1.341,0.34,4.082
376,0,755,0.202,89.59,76.66,4,17.02902786,5839,0.881,-0.28,4.327
377,0,1022,0.077,89.71,258.41,4,6.84619236,5839,0.881,-0.28,4.327
378,0,476,0.027,89.98,12.14,4,67.8321638,5839,0.881,-0.28,4.327
379,0,554,0.67,89.52,22.21,4,43.1312147,5839,0.881,-0.28,4.327
380,0,1741,0.286,86.94,2174.33,2,1.224866441,5553,0.933,0.14,4.32
381,0,566,0.061,89.9,24.27,1,37.8102649,6085,0.976,-0.28,4.451
382,0,695,0.014,89.98,55.1,2,25.93406406,5952,1.059,0.06,4.287
383,0,471,0.058,89.97,11.59,2,83.4463485,5952,1.059,0.06,4.287
384,0,986,1.195,73.88,223.84,1,7.04710032,5766,0.96,0,4.363
385,0,866,0.091,89.69,132.94,1,12.99204853,5765,0.968,0,4.236
386,0,853,0.937,85.1,125.21,1,11.11620211,6122,1.07,-0.1,4.471
387,0,1392,0.943,63.89,884.12,1,1.922861499,5778,1.028,0.07,4.531
388,0,1177,1.253,40.74,451.42,1,0.635445336,3920,0.554,-0.1,4.7
389,0,2636,1.27,62.29,11424.49,1,1.665784138,6261,1.378,-0.34,3.686
390,0,434,1.298,80.42,8.38,1,55.6639167,5587,0.894,-0.12,4.528
391,0,592,0.065,89.92,29.07,4,52.09081627,6198,1.101,-0.04,4.237
392,0,1482,0.9848,67.61,1141.57,2,7.1548608,7443,1.616,0.07,4.166
393,0,942,0.374,88.93,186.31,1,4.28746668,5296,0.911,0.12,4.576
394,0,1311,0.242,87.95,696.4,1,2.002779769,5346,0.799,-0.1,4.44
395,0,782,0.377,88.89,88.36,2,8.18739443,5251,0.821,0,4.494
396,0,372,0.015,89.99,4.53,2,76.0498163,5251,0.821,0,4.494
397,0,1356,0.426,86.96,798.41,2,3.341799486,5873,1.092,0.18,4.293
398,0,3859,0.4722,85.94,52428.3,1,3.3226948,5234,2.698,-1,2.41
399,0,602,1.246,86.23,31.08,1,36.97708808,5589,0.873,-0.1,4.193
400,0,2154,1.1117,14.32,5090.14,1,1.851409163,7117,1.18,-0.6,4.176
401,0,2393,0.674,75.81,7759.2,1,1.303859704,6802,1.069,-0.68,4.103
402,0,387,1.274,89.11,5.33,1,145.5624926,6148,0.969,-0.3,4.346
403,0,1160,0.942,80.24,428.25,1,3.749105745,5751,0.987,0.06,4.447
404,0,1422,0.02,89.92,965.62,1,11.08956602,6353,1.497,-0.1,3.698
405,0,1004,0.993,81.09,240.11,1,7.37290344,5973,0.982,-0.14,4.371
406,0,837,0.04,89.9,116.02,2,7.24476126,5370,0.869,0.04,4.494
407,0,366,0.968,89.64,4.26,1,119.0624882,5697,0.76,-0.52,4.392
408,0,543,0.063,89.87,20.59,3,8.70798309,4362,0.59,-0.5,4.722
409,0,454,0.324,89.47,10.08,3,14.8623076,4362,0.59,-0.5,4.722
410,0,694,0.142,89.41,54.8,3,4.17634276,4362,0.59,-0.5,4.722
411,0,734,0.022,89.96,68.46,4,27.40229859,6198,1.101,-0.04,4.237
412,0,1101,0.171,89.59,347.01,1,3.179267286,5511,0.96,0.1,4.554
413,0,672,0.319,89.36,48.37,2,10.38122447,5095,0.816,0.02,4.566
414,0,505,0.945,87.52,15.33,2,24.5709023,5095,0.816,0.02,4.566
415,0,385,1.01,89.38,5.2,4,81.221876,5619,0.956,0.02,4.536
416,0,1784,0.01,89.82,2386.13,4,0.817026268,5619,0.956,0.02,4.536
417,0,1489,0.424,87.05,1162.54,1,3.024092505,6063,1.227,0.34,4.261
418,0,341,1.267,83.91,3.21,1,5.670155713,3337,0.164,-0.46,5.126
419,0,1734,0.019,89.81,2138.47,1,1.022678654,5366,0.875,0.16,4.363
420,0,1005,0.924,81.62,240.8,4,12.10968709,6021,0.96,-0.34,4.093
421,0,1372,0.621,84.31,835.65,4,4.75796103,6021,0.96,-0.34,4.093
422,0,843,0.966,80.73,119.42,4,20.4972755,6021,0.96,-0.34,4.093
423,0,679,0.497,89.28,50.41,2,13.55480534,5370,0.869,0.04,4.494
424,0,455,0.337,88.34,10.1,1,29.74454668,4889,0.839,0.3,4.569
425,0,777,1.1,87.33,86.13,1,14.15402428,5850,0.994,0,4.404
426,0,1864,1.297,29.79,2846.03,1,0.844786082,5705,0.865,-0.24,4.452
427,0,1908,1.264,52.24,3117.82,1,0.848483947,5941,1.019,-0.08,4.504
428,0,880,1.269,77.64,141.63,1,11.99097576,6110,0.944,-0.36,4.352
429,0,348,0.346,89.72,3.48,1,53.5292702,4736,0.791,0.12,4.624
430,0,2705,1.1898,13.75,12661.53,1,0.393726813,6277,1.085,-0.18,4.449
431,0,615,0.093,89.77,33.79,1,2.757584622,3683,0.454,-0.22,4.84
432,0,1115,0.181,88.27,365.72,1,0.928310036,4109,0.621,-0.02,4.672
433,0,929,0.011,89.97,176.29,4,13.48457668,6198,1.101,-0.04,4.237
434,0,563,0.938,86.92,23.82,3,31.8841473,5779,1.037,0.14,4.477
435,0,660,1.8572,77.35,44.83,4,16.15811112,5619,0.956,0.02,4.536
436,0,1173,0.5581,87.09,448.21,1,67.69213907,5355,2.372,-0.5,2.754
437,0,750,0.392,89.47,74.8,1,12.06222962,5547,0.897,0,4.451
438,0,931,0.037,89.84,177.83,2,9.93146307,5782,1.035,0.16,4.28
439,0,618,0.676,88.95,34.57,3,21.85362905,5830,0.97,-0.14,4.54
440,0,1144,0.815,83.51,405.75,4,8.19345065,6021,0.96,-0.34,4.093
441,0,1351,0.923,82.44,788.02,1,19.97867,9651,2.219,0.07,4.229
442,0,533,0.029,89.97,19.02,1,41.8059544,5907,0.961,-0.16,4.445
443,0,1285,0.636,89.05,643.83,1,15.45158184,7839,1.878,0.21,4.08
444,0,554,0.684,89.78,22.33,1,89.69816853,6214,0.959,-0.58,4.021
445,0,2251,1.222,48.04,6067.3,1,1.187352427,6424,1.243,-0.06,4.186
446,0,2371,1.261,59.63,7471.65,1,3.012476582,8601,2.063,0.21,4.137
447,0,932,0.02,89.91,177.79,3,4.77800306,5192,0.856,0.18,4.489
448,0,903,0.945,84.12,156.74,1,7.814839231,5887,0.998,-0.08,4.499
449,0,557,0.941,77.61,22.74,2,29.7452499,5334,0.865,0.16,4.372
450,0,1007,0.043,89.8,242.97,3,5.32667299,5831,1.016,0,4.517
451,0,1730,1.26,58.26,2128.29,1,0.741057213,5496,0.869,-0.24,4.592
452,0,1101,1.216,54.96,348.05,1,2.988085455,5497,0.907,-0.1,4.577
453,0,1934,1.255,62.83,3304.55,1,2.783883492,6028,1.148,-0.32,3.835
454,0,2216,1.228,15.47,5746.51,1,0.393727296,5628,0.903,-0.22,4.575
455,0,858,0.926,82.8,127.95,1,8.17242644,5705,0.943,-0.06,4.499
456,0,169,1.3935,89.38,0.19,2,1295.362215,5609,0.889,-0.04,4.346
457,0,734,0.718,88.16,68.66,3,13.0607936,5830,0.97,-0.14,4.54
458,0,1046,0.972,75.22,283.62,1,4.2989201,5300,0.861,0.18,4.385
459,0,521,1.22,73.51,17.37,1,25.9518461,5372,0.892,-0.06,4.584
460,0,494,1.25,75.84,14.09,1,25.9518536,5198,0.813,-0.18,4.604
461,0,1059,0.8548,60.73,297.81,1,5.68628739,6052,0.923,-0.4,4.442
462,0,1060,0.985,87.74,298.77,1,15.66388695,5996,1.43,0.24,3.901
463,0,1232,0.827,81.58,543.92,1,4.020628573,6210,1.093,-0.1,4.45
464,0,943,0.096,89.64,187.27,1,5.714817603,5695,0.869,-0.28,4.526
465,0,379,1.004,89.77,4.89,1,185.0228822,6025,1.18,0.16,4.237
466,0,2170,0.967,70.55,5240,1,2.897432135,5970,1.359,-0.42,3.619
467,0,748,0.5,88.6,74.13,2,8.70420525,5074,0.809,0.16,4.474
468,0,875,0.357,88.71,138.51,3,8.1280933,5831,1.016,0,4.517
469,0,1242,0.33,87.25,562.48,3,2.83668931,5831,1.016,0,4.517
470,0,1612,0.12,88.53,1605.87,1,0.974868896,5487,0.924,0,4.563
471,0,904,0.66,87.63,157.93,1,4.89721006,5093,0.794,0.08,4.483
472,0,1231,0.8,83.39,542.43,1,2.757794163,5747,0.948,-0.1,4.514
473,0,1646,0.942,70.39,1730.47,2,1.914158508,6289,1.164,0.02,4.407
474,0,1374,0.775,84.74,842.48,3,3.98216698,5570,1.019,0.16,4.066
475,0,2011,1.193,31.89,3852.91,1,0.643794198,5958,0.917,-0.42,4.561
476,0,875,0.648,87.82,138.64,4,16.08832318,6157,1.08,-0.08,4.224
477,0,1015,0.004,89.99,251.55,4,10.30067919,6157,1.08,-0.08,4.224
478,0,671,0.61,88.84,47.96,4,35.6757453,6157,1.08,-0.08,4.224
479,0,1580.163265,0.69544898,72.65908163,31090.7949,4,1.00861677,5632.693878,1.011989796,-0.153367347,4.29494898
480,0,375,0.267,89.95,4.68,1,161.7883271,6018,1.142,0.18,4.327
481,0,548,0.164,89.69,21.27,2,16.56806842,4987,0.749,-0.18,4.602
482,0,386,0.43,89.8,5.25,2,47.3329299,4987,0.749,-0.18,4.602
483,0,1881,0.554,82.56,2960.82,1,0.856895349,6021,0.958,-0.34,4.537
484,0,772,0.016,89.96,83.75,2,40.8065333,6207,1.472,0.24,3.963
485,0,1139,0.574,86.61,398.42,2,2.46697039,5074,0.809,0.16,4.474
486,0,1164,0.781,85.62,434.31,1,2.624234833,5340,0.963,0.36,4.514
487,0,1066,0.043,89.82,304.65,3,6.61836309,5529,0.947,0.16,4.19
488,0,421,0.003,90,7.39,3,107.7214092,5529,0.947,0.16,4.19
489,0,410,0.0174,89.95,6.7,3,92.77779,5888,1.053,0.1,4.444
490,0,952,1.256,75.6,194.17,1,5.251916208,5542,0.919,0,4.52
491,0,736,0.194,89.51,69.42,3,9.673958488,5192,0.856,0.18,4.489
492,0,313,1.256,88.36,2.26,2,100.3039228,5055,0.8,0,4.566
493,0,548.5408163,2.087444898,85.63255102,220.7944898,2,200.6110335,5695.357143,1.052387755,-0.123265306,4.293285714
494,0,2308,1.252,26.63,6719.67,1,0.986620248,6243,1.049,-0.26,4.176
495,0,1230.591837,0.752229592,74.92673469,17098.4,1,1.63484631,5846.928571,1.055642857,-0.147755102,4.3095
496,0,739,0.811,87.47,70.5,3,14.12847677,5779,1.037,0.14,4.477
497,0,489,0.988,87.42,13.57,3,48.6478543,5779,1.037,0.14,4.477
498,0,984,0.573,86.16,221.66,1,8.39842977,6309,1.096,-0.18,4.441
499,0,1419,0.049,89.77,958.35,1,8.63847391,5684,1.536,0.2,3.657
500,0,292,0.7887,89.38,1.73,1,422.917678,5796,1.004,-0.02,4.12
501,0,511,0.019,89.98,16.17,2,140.10765,6207,1.472,0.24,3.963
502,0,1156,0.076,89.71,421.61,1,3.4815917,5405,0.902,0.21,4.374
503,0,1263,0.21,88.75,601.6,1,8.360616221,5463,1.343,0.34,3.79
504,0,1426,0.045,89.53,974.1,1,1.838514968,5751,1.038,0.14,4.508
505,0,456,0.009,89.98,10.19,1,35.61760233,5123,0.737,-0.2,4.523
506,0,1611,0.469,83.41,1588.89,1,1.09206833,5639,0.959,-0.02,4.551
507,0,767,0.753,87.16,81.77,1,10.12805158,5676,0.865,-0.3,4.548
508,0,1680,0.448,84.54,1878.1,1,1.613001111,5580,0.886,-0.04,4.223
509,0,1302,0.053,89.64,679.75,1,3.770551475,6322,1.124,-0.12,4.426
510,0,2654,0.891,74.4,11675.38,1,1.343767797,6324,1.23,-0.4,3.8
511,0,356,1.181,88,3.81,1,29.12436474,4457,0.494,-1.48,4.767
512,0,564,1.276,88.09,23.97,1,31.82814583,5908,0.993,-0.12,4.507
513,0,1434,0.97,59.37,1001.35,1,3.629442796,6506,1.171,-0.14,4.336
514,0,3689,1.246,49.87,43709.08,1,0.553261874,5679,1.325,-0.58,3.565
515,0,569,0.22,89.42,24.74,1,5.72812616,3968,0.567,-0.14,4.714
516,0,977,0.127,89.43,215.46,1,3.75574267,5311,0.884,-0.04,4.588
517,0,883,0.968,81.69,144.12,1,7.44042933,5815,0.973,-0.12,4.54
518,0,881,0.137,89.53,142.63,3,6.581477136,5188,0.868,0.32,4.4
519,0,1485,0.073,89.85,1150.61,2,24.66919273,5313,2.736,0.56,2.936
520,0,1237,0.682,84.74,553.53,3,2.382652873,5188,0.868,0.32,4.4
521,0,567,0.8,88.98,24.53,3,24.66461416,5188,0.868,0.32,4.4
522,0,657,0.311,89.59,43.96,1,11.51517167,5177,0.91,0.21,4.59
523,0,899,0.027,89.91,154.25,3,7.641567589,5356,0.882,0.2,4.338
524,0,317,1.264,87.47,2.38,1,30.6113932,3900,0.555,-0.1,4.727
525,0,938,0.03,89.89,183.15,1,7.40742502,5922,1.002,-0.08,4.474
526,0,296,0.919,89.93,1.81,1,569.934135,5367,0.935,-0.46,3.783
527,0,844,0.161,89.14,119.7,1,5.09246539,5037,0.727,-0.2,4.547
528,0,1580.163265,0.69544898,72.65908163,31090.7949,1,110.6157662,5632.693878,1.011989796,-0.153367347,4.29494898
529,0,1471,0.52,86.27,1109.79,1,1.103971357,5409,0.835,-0.3,4.609
530,0,758,0.7699,87.09,78.19,2,10.91610834,5575,1.051,0.36,4.521
531,0,615,0.051,89.84,33.76,3,3.353732008,3789,0.467,-0.34,4.781
532,0,484,0.79,88.26,12.95,3,6.877446033,3789,0.467,-0.34,4.781
533,0,301,0.035,89.98,1.95,3,28.46464804,3789,0.467,-0.34,4.781
534,0,2503,1.2329,18.91,9283.34,1,0.293630085,5665,0.928,-0.12,4.554
535,0,448,0.007,89.99,9.54,3,42.89645024,5192,0.856,0.18,4.489
536,0,1282,0.856,77.07,638.05,1,2.44199803,5970,0.847,-0.66,4.564
537,0,621,0.013,89.98,35.08,1,30.5872153,5944,1.024,0,4.38
538,0,425,0.05,89.89,7.73,1,7.09712124,3569,0.4,-0.16,4.861
539,0,1551,0.769,80.39,1366.57,1,2.6827683,6180,0.997,-0.28,4.262
540,0,996,0.021,89.9,232.65,1,3.601465336,5052,0.805,0.16,4.48
541,0,1096,0.9,80.01,340.69,1,3.108251172,5330,0.819,-0.08,4.495
542,0,672,0.054,89.91,48.23,3,25.8474958,6297,1.084,-0.2,4.448
543,0,578,0.008,89.99,26.34,3,40.715561,6297,1.084,-0.2,4.448
544,0,674,0.956,87.1,48.72,1,20.42720701,6014,1.043,-0.08,4.494
545,0,985,0.343,87.29,222.23,1,6.198273591,6038,0.982,-0.28,4.524
546,0,1727,0.974,51.47,2103.09,1,1.023471798,5741,0.901,-0.2,4.491
547,0,1965,1.199,36.23,3537.27,1,0.51872711,5572,0.853,-0.36,4.597
548,0,454,0.684,88.8,10.07,1,17.31711739,4719,0.52,-1.7,4.753
549,0,1163,0.011,89.96,432.9,3,9.42889884,5897,1.204,0.16,3.98
550,0,1474,0.421,83.51,1119.9,1,1.096583368,5222,0.717,-0.36,4.528
551,0,905,1.222,69.16,158.42,1,9.95639775,6161,1.15,0.07,4.454
552,0,804,0.08,89.76,98.81,4,6.50327035,4999,0.8,0.18,4.49
553,0,938,0.142,89.43,182.9,4,4.09667624,4999,0.8,0.18,4.49
554,0,1414,0.332,87.27,945.12,4,1.196548464,4999,0.8,0.18,4.49
555,0,984,0.755,86.33,221.34,2,11.47609015,6071,1.156,0.1,4.202
556,0,756,0.743,88,77.24,2,25.2630467,6071,1.156,0.1,4.202
557,0,1580.163265,0.69544898,72.65908163,31090.7949,1,7.1688266,5632.693878,1.011989796,-0.153367347,4.29494898
558,0,2099,0.132,87.38,4572.56,1,0.677374687,5718,0.974,0.08,4.395
559,0,759,0.174,89.57,78.35,5,10.43547031,5528,0.838,-0.2,4.499
560,0,850,0.064,89.79,123.4,5,7.41084314,5528,0.838,-0.2,4.499
561,0,298,0.009,89.99,1.87,1,28.59914031,3755,0.47,-0.26,4.781
562,0,530,0.648,89.02,18.72,1,24.58716355,5474,0.831,-0.34,4.605
563,0,778,0.625,89.19,86.74,1,34.19360031,6129,1.14,-0.14,3.991
564,0,775,0.668,87.96,85.15,1,12.53248222,5997,0.991,-0.22,4.522
565,0,286,0.001,90,1.59,1,31.20169247,3748,0.461,-0.3,4.796
566,0,642,0.568,88.71,40.03,2,13.19720694,4954,0.827,0.44,4.462
567,0,720,0.255,89.56,63.52,3,14.85890852,5356,0.882,0.2,4.338
568,0,1537,0.374,87.39,1317.96,3,4.08897299,5897,1.204,0.16,3.98
569,0,1045,0.968,82.27,282.64,1,2.866680334,5238,0.854,-0.1,4.598
570,0,679,0.871,86.98,50.32,1,17.44486016,5568,0.882,-0.04,4.413
571,0,1246,1.151,73.7,570.93,1,8.30697421,5300,0.804,-0.76,3.69
572,0,1580.163265,0.69544898,72.65908163,31090.7949,1,2.49705175,5632.693878,1.011989796,-0.153367347,4.29494898
573,0,875,0.018,89.93,138.46,2,7.33685101,5795,0.938,-0.2,4.554
574,0,855,0.925,87.74,126.57,1,22.65117451,6968,1.333,-0.1,4.31
575,0,1564,0.528,84.94,1413.91,1,1.204274435,5668,0.938,-0.1,4.552
576,0,502,0.112,89.8,15.01,1,7.71790675,3975,0.535,-0.34,4.753
577,0,641,0.004,89.99,39.94,1,27.6652847,6036,0.939,-0.32,4.396
578,0,2103,1.246,28.98,4636.91,1,0.948950734,6307,1.152,-0.02,4.391
579,0,879,0.036,89.86,141,1,14.55730897,5774,1.048,0.14,4.159
580,0,557,0.506,87.63,22.67,1,4.722254104,3801,0.517,-0.14,4.776
581,0,2351,1.25,58,7193.72,1,0.635069939,6340,1.106,-0.18,4.434
582,0,1626,0.57,84.8,1656.16,1,6.810823723,7226,1.461,-0.4,3.967
583,0,1508,1.262,22.02,1222.25,1,0.933746515,5252,0.737,-0.42,4.596
584,0,1298,0.917,79.7,672.92,1,1.872421727,5337,0.76,-0.26,4.486
585,0,470,0.567,89.42,11.5,2,33.6528474,4954,0.827,0.44,4.462
586,0,514,0.03,89.92,16.54,5,5.90127815,3731,0.509,-0.02,4.75
587,0,451,0.017,89.97,9.76,5,8.75209691,3731,0.509,-0.02,4.75
588,0,328,0.008,89.99,2.73,5,22.78078241,3731,0.509,-0.02,4.75
589,0,652,0.082,89.65,42.53,5,2.896005211,3731,0.509,-0.02,4.75
590,0,1026,0.162,88.93,262.51,5,0.742957911,3731,0.509,-0.02,4.75
591,0,566,1.142,88.27,24.18,1,54.35635067,6161,1.095,0,4.281
592,0,1837,1.215,24.42,2677.36,1,0.54624855,5414,0.792,-0.44,4.625
593,0,632,0.025,89.96,37.82,2,18.82744023,5687,0.93,-0.12,4.538
594,0,590,0.022,89.93,28.69,1,8.4120069,4502,0.662,-0.26,4.668
595,0,641,0.575,88.33,40.07,1,5.747711909,4252,0.637,-0.06,4.64
596,0,1165,0.741,85.52,435.21,3,3.504691252,5356,0.882,0.2,4.338
597,0,1477,1.256,69.01,1124.35,1,0.995861402,5286,0.731,-0.48,4.604
598,0,434,0.291,89.76,8.41,2,86.67856052,5822,0.957,-0.06,4.351
599,0,835,0.778,88.15,114.59,2,12.21828097,5822,0.957,-0.06,4.351
600,0,1211,1.284,86.04,509.55,1,8.387210055,6089,1.299,0.08,4.044
601,0,829,0.74,81.23,111.67,1,15.2384539,6384,1.129,-0.16,4.419
602,0,2509,1.2313,23.49,9374.09,1,0.413334492,5973,1.099,0.12,4.465
603,0,3303,1.27,19.08,28084.15,1,0.93374614,5438,1.807,-0.02,3.424
604,0,1075,0.014,89.89,316,1,6.47179275,6341,1.083,-0.24,4.446
605,0,383,0.9,88.9,5.09,1,64.617518,5043,0.834,0.3,4.47
606,0,629,0.812,87.44,36.95,1,13.21409607,5333,0.813,-0.32,4.62
607,0,947,0.219,88.98,189.98,3,6.05729966,5334,0.865,0.16,4.372
608,0,1131,0.045,89.76,386.66,1,3.584101048,5739,1.021,0.1,4.518
609,0,3559,0.512,82.71,37958.27,1,1.763587535,9107,2.466,0.07,3.867
610,0,1308,0.066,89.58,692.13,1,5.014234733,6490,1.304,0.16,4.32
611,0,879,0.916,84.3,140.92,2,8.11528727,5926,0.978,-0.2,4.532
612,0,530,0.838,88.6,18.7,2,36.9250409,5926,0.978,-0.2,4.532
613,0,262,1.161,86.37,1.12,1,37.4783492,3687,0.459,-0.2,4.813
614,0,1197,1.165,72.77,484.58,1,8.09695764,5949,1.122,0.02,4.024
615,0,699,0.934,86.72,56.49,1,32.3122867,5821,1.043,0.04,4.108
616,0,1021,0.067,89.88,257.11,1,9.22961384,6320,1.273,0.24,4.347
617,0,758,0.026,89.93,78.26,1,14.5598556,5959,0.983,-0.16,4.46
618,0,876,0.715,83.75,139.48,1,4.176254191,4957,0.867,0.26,4.594
619,0,3271,1.204,10.53,27241.45,1,0.528755447,6151,1.158,-0.22,3.92
620,0,990,0.015,89.92,227.15,1,6.10027621,5957,1.026,-0.08,4.506
621,0,449,0.251,89.93,9.61,1,51.59809554,5681,0.957,-0.06,4.551
622,0,139,0.9243,89.95,0.09,1,1500,5606,0.832,-0.4,4.597
623,0,786,0.9761,75.06,90.07,1,10.9110487,5903,0.955,-0.24,4.546
624,0,809,0.018,89.95,101.22,2,8.408878137,5551,0.776,-0.42,4.508
625,0,777,0.866,86.63,86.28,3,10.93725572,5334,0.865,0.16,4.372
626,0,1200,0.349,87.49,490.13,3,2.97136658,5334,0.865,0.16,4.372
627,0,350,0.034,89.98,3.53,1,158.6850022,5751,0.852,-0.28,4.34
628,0,1209,0.524,87.29,505.22,2,2.936527336,5359,0.867,0.14,4.375
629,0,1051,0.015,89.94,288.92,1,7.03902016,6321,1.108,-0.16,4.434
630,0,690,0.494,88.69,53.68,1,8.360870704,4743,0.786,0.4,4.516
631,0,1306,1.251,37.32,689.48,1,3.14051153,6108,0.959,-0.34,4.443
632,0,486,0.123,89.95,13.18,1,21.76129812,4859,0.781,0,4.612
633,0,181,0.485,89.35,0.26,1,12.71379418,2661,0.094,0,5.283
634,0,614,0.512,88.55,33.6,1,15.80110003,5383,0.885,-0.1,4.587
635,0,206,0.9131,89.95,0.42,1,1500.140677,5009,1.083,0.07,3.755
636,0,1268,4.246,44.32,612.49,1,1.739428983,5415,0.806,-0.34,4.603
637,0,2378,0.878,64.01,7548.29,1,1.217266418,6631,1.366,0.04,4.145
638,0,965,0.842,86.95,205.39,1,19.56309252,6208,1.112,-0.3,3.959
639,0,1118,0.911,53.75,368.33,1,3.7228551,5873,0.954,-0.22,4.547
640,0,764,0.981,88.21,80.37,1,48.93786896,7066,1.406,-0.24,4.094
641,0,1039,1.199,65.41,275.65,1,5.48990788,5982,1.047,-0.04,4.493
642,0,366,0,90,4.25,1,161.5278347,5778,1.033,0.16,4.285
643,0,1488,0.018,89.5,1159.62,1,0.73093905,4768,0.714,-0.1,4.588
644,0,618,0.732,88.44,34.55,2,11.39102358,4983,0.836,0.07,4.617
645,0,915,0.979,78.63,165.3,4,12.33343853,5896,0.884,-0.36,4.197
646,0,865,0.645,87.69,132.46,2,8.01500821,5359,0.867,0.14,4.375
647,0,919,1.225,13.27,168.44,1,0.933749941,3682,0.512,0.07,4.786
648,0,840,0.899,86.66,117.33,2,7.053934488,5357,0.854,0,4.498
649,0,991,0.454,87.62,227.69,2,4.29263699,5357,0.854,0,4.498
650,0,957,0.939,85.69,198.67,1,7.6746614,6063,1.079,-0.02,4.47
651,0,1950,0.639,63.33,3419.7,1,0.445275074,5346,0.81,-0.34,4.621
652,0,525,0.83,85.57,18.03,3,1.213770423,3292,0.132,-0.42,5.215
653,0,729,0.81,81.11,66.14,3,0.453287416,3292,0.132,-0.42,5.215
654,0,985,0.948,84.76,222.68,1,10.81013273,6211,1.114,0,4.269
655,0,455,0.785,88.02,10.1,3,1.865114193,3292,0.132,-0.42,5.215
656,0,3060,0.733,83.56,20728.79,1,3.273699006,10816,2.76,0.07,4.086
657,0,955,1.047,86.36,196.62,1,7.047103499,5730,1.018,0.18,4.417
658,0,2410,1.2507,26.93,7972.18,1,0.530300102,6184,1.1,-0.06,4.448
659,0,1794,1.266,44.05,2450.63,1,1.073917869,5962,1.011,-0.1,4.479
660,0,1252,1.239,37.52,581.11,1,4.206096814,6306,1.126,-0.1,4.426
