row_id,koi_eccen,koi_teq,koi_impact,koi_incl,koi_insol,koi_count,koi_period,koi_steff,koi_smass,koi_smet,koi_slogg
926,0,701,0.96,86.99,57.28,1,16.56062577,5818,0.727,-0.82,4.436
927,0,777,0.637,88.24,86.18,1,15.74958583,6191,1.088,-0.1,4.454
928,0,626,0.845,87.34,36.25,1,37.8145252,5988,1.196,0.34,4.278
929,0,741,0.931,77.82,71.28,3,12.64504291,5607,0.8,-0.34,4.447
930,0,621,0.804,86.2,35.03,3,21.5262958,5607,0.8,-0.34,4.447
931,0,533,0.961,85.87,19.13,3,33.8845825,5607,0.8,-0.34,4.447
932,0,1109,0.861,85.17,357.44,1,6.40087137,5426,0.943,0.16,4.107
933,0,836,0.802,87.47,115.69,2,30.1599411,5010,1.414,0.24,3.62
934,0,702,0.498,89.07,57.28,2,51.0771048,5010,1.414,0.24,3.62
935,0,1790,0.5445,85.37,2429.13,1,4.2856756,5055,1.429,-0.07,3.443
936,0,877,0.799,84.17,139.94,1,7.388833611,5845,0.926,-0.28,4.558
937,0,1582,1.3,23.5,1481.76,1,2.698021895,6568,1.229,-0.06,4.36
938,0,418,0.615,89.74,7.2,1,117.931108,6392,1.116,-0.2,4.425
939,0,918,0.561,87.71,167.54,2,4.887806806,5284,0.804,-0.12,4.523
940,0,820,1.3,81.97,106.83,1,11.97360504,6146,1.02,-0.26,4.497
941,0,1707,0.995,31.13,2005.15,1,1.231364189,5897,0.778,-0.7,4.429
942,0,1435,1.236,67.85,1003.06,1,2.102416517,5999,1.045,-0.06,4.494
943,0,811,1.279,86.3,102.47,1,11.7031093,6014,1.043,-0.08,4.494
944,0,912,0.957,85.42,163.52,1,13.73808249,6375,0.991,-0.44,4.292
945,0,834,7.444,81.76,114.41,1,16.66216657,6440,1.196,-0.04,4.38
946,0,2224,1.272,39.95,5767.22,1,0.752159702,5916,0.995,-0.06,4.296
947,0,803,0.924,72.08,98.29,1,4.81886153,5030,0.705,-0.48,4.658
948,0,394,0.101,89.95,5.71,3,125.8654019,5933,0.998,-0.06,4.342
949,0,607,0.87,88.77,32.02,3,34.5439452,5933,0.998,-0.06,4.342
950,0,1008,0.034,89.86,243.94,3,10.74241765,5761,1.036,0.06,4.091
951,0,2504,0.715,83.94,9293.19,1,4.02378908,7516,2.218,0.07,3.651
952,0,3151,1.1789,42.97,23300.36,1,0.312941621,6286,1.051,-0.16,4.312
953,0,1408,0.133,88.51,929.47,1,2.495780169,6039,0.959,-0.28,4.426
954,0,817,6.787,80.33,105.54,1,8.428090255,5761,0.893,-0.34,4.573
955,0,785,10.047,78.22,89.55,1,8.344104633,5447,0.928,0.06,4.559
956,0,827,1.182,76.93,110.02,1,1.714274727,3874,0.541,-0.1,4.715
957,0,396,0.776,89.63,5.81,1,137.759605,5323,0.934,0.2,4.085
958,0,1272,0.926,80.99,620.67,1,2.155278342,5665,0.916,-0.2,4.568
959,0,1023,0.812,84.67,258.6,1,3.661326482,5319,0.737,-0.34,4.501
960,0,775,0.672,86.54,85.23,2,4.75400072,4728,0.768,0.04,4.628
961,0,1230.591837,0.752229592,74.92673469,2993.630204,1,0.76973817,5846.928571,1.055642857,-0.147755102,4.3095
962,0,692,0.263,89.72,54.1,1,165.739861,5019,1.663,-0.22,2.99
963,0,1104,0.982,75.3,351.45,1,9.08937826,6739,1.283,-0.06,4.332
964,0,1356,0.079,89.4,797.62,1,3.234699282,5640,1.047,0.34,4.236
965,0,582,0.69,89.1,27.17,6,31.99552485,5657,0.921,0,4.364
966,0,1513,1.332,47.37,1236.23,1,1.577800747,6089,0.862,-0.74,4.566
967,0,1480,0.664,81.1,1133,1,2.380862632,5821,0.922,-0.16,4.297
968,0,1502,1.218,27.55,1202.54,1,1.752567456,5739,0.98,0.06,4.433
969,0,574,0.398,89.69,25.6,1,51.92920654,5671,1.017,0.14,4.128
970,0,1580.163265,0.69544898,72.65908163,31090.7949,1,384.0257068,5632.693878,1.011989796,-0.153367347,4.29494898
971,0,1124,0.01,89.94,377.79,1,3.014330766,5209,0.925,0.56,4.446
972,0,744,0.445,88.57,72.38,4,5.644914154,4769,0.799,0.12,4.622
973,0,980,0.799,84.85,217.91,1,3.105507835,4989,0.878,0.3,4.585
974,0,1727,1.28,59.7,2106.49,1,1.336109338,6119,0.982,-0.3,4.46
975,0,585,0.573,88.69,27.77,1,13.35151248,4843,0.755,0.04,4.562
976,0,157,0.5283,89.95,0.14,1,1693.663623,5923,1.059,0.08,4.445
977,0,446,0.026,89.94,9.38,5,5.841636615,3526,0.394,-0.08,4.866
978,0,297,0.217,89.77,1.83,5,19.85029495,3526,0.394,-0.08,4.866
979,0,896,0.153,89.54,152.62,3,15.27443889,5761,1.036,0.06,4.091
980,0,399,0.001,90,6.01,2,22.34293693,4260,0.565,-0.44,4.663
981,0,328,0.915,89.26,2.72,2,119.4081716,5316,0.834,0,4.477
982,0,2387,0.973,65.58,7673.2,1,1.171536413,7021,1.514,0.21,4.275
983,0,1814,1.097,35.3,2556.6,1,0.973547911,6084,0.944,-0.44,4.542
984,0,1171,1.208,54.99,444.16,1,3.053563251,5764,0.959,-0.12,4.548
985,0,2020,0.979,40.38,3954.46,1,1.031096352,6371,1.117,-0.18,4.426
986,0,488,0.025,89.97,13.39,2,11.00817635,4141,0.596,-0.2,4.684
987,0,240,0.019,89.99,0.78,2,92.7495777,4141,0.596,-0.2,4.684
988,0,812,0.11,89.77,102.94,1,52.5008645,4976,1.352,-0.04,3.331
989,0,1322,0.726,76.59,726.72,1,0.63133171,4441,0.526,-0.98,4.71
990,0,686,0.663,88.51,52.55,2,12.69905011,5291,0.875,0.14,4.489
991,0,643,0.025,89.95,40.33,4,8.74292005,4769,0.799,0.12,4.622
992,0,860,0.063,89.75,129.44,4,3.64830183,4769,0.799,0.12,4.622
993,0,997,0.035,89.81,233.38,4,2.345863002,4769,0.799,0.12,4.622
994,0,532,0.41,89.52,18.95,2,37.1011418,5986,0.886,-0.5,4.527
995,0,376,0.918,89.46,4.74,2,104.8205868,5986,0.886,-0.5,4.527
996,0,363,0.763,88.58,4.09,5,10.8644095,3526,0.394,-0.08,4.866
997,0,416,0.017,90,7.07,1,124.4197175,5066,0.945,0.22,3.974
998,0,1252,0.067,89.37,578.96,1,1.219568047,4838,0.778,-0.04,4.625
999,0,1523,0.282,87.74,1271.11,1,2.05388477,5632,0.965,0.14,4.282
1000,0,509,0.028,89.97,15.89,3,38.86848956,5618,0.846,-0.22,4.46
1001,0,774,0.878,87.09,84.66,4,35.7353616,6366,1.164,-0.2,4.045
1002,0,1104,0.847,83.92,350.46,4,12.30971679,6366,1.164,-0.2,4.045
1003,0,574,0.9414,87.09,25.6,4,54.4205407,6781,1.097,-0.58,4.422
1004,0,1580.163265,0.69544898,72.65908163,31090.7949,1,30.00908916,5632.693878,1.011989796,-0.153367347,4.29494898
1005,0,782,1.292,81.4,88.38,1,14.32407216,6022,1.116,0.12,4.453
1006,0,605,0.015,89.97,31.58,1,27.07237655,5936,1.075,0.07,4.501
1007,0,478,0.366,89.6,12.38,2,37.5142128,5291,0.875,0.14,4.489
1008,0,478,0.811,88.74,12.33,1,55.6391882,5949,1.05,0,4.493
1009,0,513,0.217,89.78,16.41,6,46.6856205,5657,0.921,0,4.364
1010,0,584,0.711,85.86,27.6,1,34.2966363,5490,0.911,0.14,4.263
1011,0,1105,0.033,89.85,352.4,1,4.59726613,5999,1.045,-0.06,4.494
1012,0,1028,0.002,89.99,263.89,2,9.97716876,5557,1.035,0.16,4.037
1013,0,1332,0.349,87.43,744.35,1,3.02168007,6201,1.058,-0.2,4.472
1014,0,593,0.197,89.77,29.12,1,30.8825387,6014,1.101,0.07,4.486
1015,0,700,0.989,88.96,56.76,1,72.4914068,5754,1.209,-0.56,3.639
1016,0,1182,1.167,79.41,461.47,1,4.93913074,5956,1.053,0.06,4.324
1017,0,837,0.461,87.63,115.98,2,2.240486703,4198,0.587,-0.32,4.689
1018,0,406,0.954,88.6,6.44,1,105.0145774,5868,0.915,-0.22,4.363
1019,0,879,0.227,89.1,141,1,4.88084456,4929,0.817,0.36,4.481
1020,0,867,0.963,83.33,133.56,1,10.56137217,5610,1.034,0.38,4.316
1021,0,495,0.354,89.61,14.24,2,67.6690554,6127,0.964,-0.3,4.356
1022,0,966,0.049,89.86,206.05,1,3.949627144,5155,0.849,0.14,4.523
1023,0,583,0.49,89,27.41,1,16.00460392,5180,0.86,0,4.597
1024,0,1405,0.01,89.83,918.25,1,3.55650737,4951,0.931,0.1,3.876
1025,0,1097,0.652,85.68,342.76,1,3.148661555,5258,0.797,-0.04,4.458
1026,0,1868,1.2,20.54,2899.07,1,0.70544824,5717,0.917,-0.22,4.564
1027,0,875,0.267,88.89,138.38,4,3.295701024,4723,0.76,0.02,4.628
1028,0,611,0.149,89.67,32.98,4,9.65349016,4723,0.76,0.02,4.628
1029,0,746,0.718,88.47,73.19,4,5.315954488,4723,0.76,0.02,4.628
1030,0,766,0.075,89.82,81.61,1,10.04556377,5632,0.952,-0.04,4.554
1031,0,1137,0.331,87.54,395.06,4,1.499144441,4723,0.76,0.02,4.628
1032,0,928,0.063,89.84,175.06,1,5.082748362,5430,0.961,0.18,4.555
1033,0,1324,0.599,87.87,726.94,1,5.00673576,6116,1.005,-0.26,4.158
1034,0,960,0.107,89.63,200.99,3,9.17617167,5903,0.974,-0.1,4.3
1035,0,744,0.732,88.06,72.32,3,19.7383992,5903,0.974,-0.1,4.3
1036,0,537,0.002,90,19.61,1,41.6980186,5997,1.004,-0.14,4.466
1037,0,393,0.956,88.38,5.66,1,59.6585348,5243,0.887,0.14,4.547
1038,0,544,0.311,89.72,20.65,1,52.6298542,5339,0.933,0.2,4.096
1039,0,996,0.049,89.86,233.08,1,10.29099413,5803,0.937,-0.18,4.134
1040,0,692,0.749,85.91,54.19,1,14.8783945,5822,0.92,-0.28,4.557
1041,0,486,0.873,88.63,13.23,1,59.6222627,6108,1.072,-0.08,4.471
1042,0,1236,0.944,61.07,550.52,1,4.9883873,6418,1.241,0.07,4.395
1043,0,672,0.252,89.34,48.2,1,8.19596647,4723,0.734,0.08,4.557
1044,0,718,0.266,89.35,62.88,1,15.59466045,5900,0.995,-0.1,4.5
1045,0,352,0.835,89.37,3.63,1,56.35407916,4802,0.686,-0.22,4.582
1046,0,546,1.474,88.47,21.05,1,36.12895451,5921,0.923,-0.3,4.484
1047,0,591,0.927,89.12,28.8,1,32.50456309,6132,0.98,-0.3,4.479
1048,0,1086,0.009,89.8,330.32,1,1.332560589,4489,0.621,-0.4,4.662
1049,0,575,0.985,88.76,25.83,1,31.56904354,5654,0.886,-0.1,4.387
1050,0,861,0.978,86.08,130.1,1,9.08590495,5931,0.825,-0.6,4.479
1051,0,1952,1.234,26.69,3432.93,2,0.784512952,5997,0.991,-0.22,4.522
1052,0,1934,0.605,79.85,3316.4,1,0.883778461,5975,0.935,-0.3,4.453
1053,0,1561,0.548,87.51,1406.11,1,2.465024332,6139,1.016,-0.18,4.291
1054,0,879,0.858,86.77,141.18,3,15.86624787,6099,0.974,-0.3,4.193
1055,0,1722,1.283,77.93,2081.57,1,4.288515468,6378,1.104,-0.56,3.878
1056,0,982,0.321,88.65,219.64,1,3.797018259,5167,0.883,0.24,4.527
1057,0,1783,0.007,89.94,2393.35,1,1.340596782,5992,1.122,0.18,4.385
1058,0,722,0.927,85.65,64.13,1,17.42393582,6018,0.986,-0.2,4.46
1059,0,393,0.019,89.97,5.65,1,9.8786461,3609,0.452,-0.06,4.843
1060,0,379,0.11,89.91,4.89,1,44.96407458,4827,0.817,0.14,4.615
1061,0,455,0.655,88.8,10.16,1,49.7700907,5774,0.907,-0.3,4.567
1062,0,1145,1.278,84.43,405.75,1,12.7319385,7238,1.491,0,4.221
1063,0,2145,0.562,78.64,5038.49,1,0.520222869,5776,0.97,-0.08,4.527
1064,0,1143,0.742,84.6,403.49,2,5.83376197,6213,1.27,0.36,4.387
1065,0,1532,0.55,84.11,1305.04,2,2.42150341,6213,1.27,0.36,4.387
1066,0,694,0.027,89.94,54.95,3,14.16400071,5440,0.782,-0.24,4.438
1067,0,1780,0.018,89.78,2368.31,3,0.840594032,5440,0.782,-0.24,4.438
1068,0,914,0.272,89.11,164.98,3,6.20920207,5440,0.782,-0.24,4.438
1069,0,836,0.812,84.98,115.29,4,5.48711441,5103,0.823,0.04,4.562
1070,0,728,0.929,83.45,66.47,4,8.29084167,5103,0.823,0.04,4.562
1071,0,1000,0.512,87.1,236.11,4,3.20539622,5103,0.823,0.04,4.562
1072,0,576,0.578,89.27,26.06,4,16.73869035,5103,0.823,0.04,4.562
1073,0,1137,0.618,86.33,395.38,1,5.093938816,6197,1.096,-0.08,4.449
1074,0,852,0.908,87.14,124.53,2,13.93291548,6026,1.113,0.1,4.321
1075,0,1752,0.146,88.44,2228.09,1,2.36436762,6250,1.326,0.32,4.184
1076,0,487,0.05,89.94,13.35,1,20.6654374,4830,0.671,-0.34,4.605
1077,0,931,0.05,89.9,177.81,1,20.31047472,6065,1.197,0,3.97
1078,0,765,0.672,89.22,80.97,1,69.8347983,7732,1.774,0.07,4.075
1079,0,1218,0.878,68.67,519.95,1,2.53475568,5662,0.808,-0.44,4.532
1080,0,1014,0.885,81.79,249.92,2,2.59488443,4748,0.776,0.3,4.526
1081,0,459,0.034,89.97,10.47,1,43.3167427,5654,0.865,-0.38,4.59
1082,0,513,0.007,89.99,16.42,1,19.18109525,5214,0.591,-1.46,4.673
1083,0,573,0.38,89.69,25.53,1,37.59029855,6147,1.064,-0.12,4.463
1084,0,616,0.151,89.81,34.03,1,31.0033072,6090,1.173,0.21,4.447
1085,0,1074,0.129,89.31,314.73,1,3.351556891,5185,0.837,0.18,4.442
1086,0,996,0.146,89.15,233.23,1,2.617028373,4831,0.706,-0.14,4.568
1087,0,1192,0.302,88.11,476.68,1,1.876406096,5198,0.843,-0.1,4.6
1088,0,1565,0.965,79.27,1416.6,1,6.71425632,6093,1.372,-0.12,3.737
1089,0,327,0.345,89.81,2.72,1,150.2412582,5604,0.916,0,4.451
1090,0,486,0.092,89.93,13.23,1,53.44944498,5919,1.114,0.21,4.485
1091,0,2197,1.186,31.79,5480.92,1,0.466743525,5791,0.946,-0.18,4.549
1092,0,1250,0.676,82.05,576.55,1,1.727177258,5394,0.805,-0.4,4.622
1093,0,716,0.507,88.29,62.1,4,7.24022418,4955,0.774,-0.1,4.61
1094,0,830,0.88,83.18,112.18,4,4.64622383,4955,0.774,-0.1,4.61
1095,0,1129,0.298,89.4,384.86,3,10.29674097,6068,1.294,0.16,4.04
1096,0,1357,0.107,89.7,801.92,3,5.93919041,6068,1.294,0.16,4.04
1097,0,754,0.595,89.06,76.57,3,19.74733983,6243,1.226,0.21,4.406
1098,0,459,0.359,89.5,10.47,1,30.36044536,4939,0.74,-0.06,4.541
1099,0,1192,0.814,85.07,476.94,1,4.4096675,5836,1.1,0.3,4.347
1100,0,962,0.168,89.33,202.48,1,4.16787814,5251,0.91,0.22,4.541
1101,0,1580.163265,0.69544898,72.65908163,31090.7949,1,220.6565125,5632.693878,1.011989796,-0.153367347,4.29494898
1102,0,857,0.034,89.94,127.75,1,11.79161234,5619,0.962,0.14,4.264
1103,0,624,1.334,87.38,35.76,2,20.55848388,5578,0.974,0.16,4.484
1104,0,573,0.006,89.99,25.56,1,26.964501,5754,1.021,0.07,4.534
1105,0,841,0.353,88.68,118.09,2,7.76845639,5447,0.928,0.16,4.481
1106,0,1392,1.21,41.78,886.88,1,2.178154348,5947,0.86,-0.5,4.482
1107,0,1047,0.97,72.3,283.49,1,5.03257009,5970,0.996,-0.18,4.521
1108,0,494,0.872,87.92,14.08,1,40.4286676,5813,0.925,-0.28,4.561
1109,0,691,0.092,89.81,53.89,1,21.3588236,6170,1.063,-0.16,4.472
1110,0,640,0.837,87.53,39.69,1,22.0459163,5900,1.065,0.07,4.509
1111,0,648,1.236,74.36,41.57,1,49.6456235,6273,1.095,-0.2,4.129
1112,0,535,0.756,88,19.38,4,17.32670445,4955,0.774,-0.1,4.61
1113,0,390,0.864,88.5,5.45,4,44.8411168,4955,0.774,-0.1,4.61
1114,0,1636,0.545,83.2,1698.88,1,1.008917105,5708,0.883,-0.34,4.578
1115,0,556,0.836,87.86,22.57,1,13.75207851,4802,0.738,-0.1,4.616
1116,0,1034,0.907,82.42,270.47,1,6.33855946,6108,1.132,0.07,4.466
1117,0,744,0.195,89.48,72.67,1,11.30507984,5705,0.936,-0.14,4.556
1118,0,1319,0.953,76,716.65,1,4.59489816,6056,1.148,0.1,4.217
1119,0,503,0.207,89.78,15.14,1,32.2964275,5246,0.854,0.14,4.47
1120,0,991,0.379,87.75,228.11,1,2.97041801,5068,0.833,-0.02,4.608
1121,0,966,0.8093,88.81,205.65,2,9.9824036,6273,1.092,-0.06,4.364
1122,0,601,0.929,88.4,30.84,1,12.68173393,4976,0.677,-0.38,4.577
1123,0,836,0.793,86.85,115.58,1,6.814984472,5465,0.897,-0.06,4.566
1124,0,2590,1.2,84.55,10631.01,1,63.9354965,3626,1.673,-0.02,0.684
1125,0,329,0.993,88.77,2.78,1,83.09708021,5286,0.626,-1.04,4.627
1126,0,1028,0.306,88.81,263.54,1,7.891448838,5972,1.148,0.24,4.313
1127,0,1455,0.548,82.69,1066.37,1,0.839961456,4932,0.808,0,4.618
1128,0,1230,0.625,84.69,540.56,1,2.578852119,5743,0.949,-0.14,4.553
1129,0,729,0.967,84,66.83,1,9.04189129,5237,0.927,0.24,4.572
1130,0,755,0.77,88.1,76.88,1,30.22910274,6325,1.296,0.16,4.188
1131,0,2128,1.193,32.1,4875.01,1,0.798200403,6258,1.087,-0.16,4.449
1132,0,1166,0.612,85.26,435.85,1,3.479425638,5907,0.929,-0.3,4.519
1133,0,1239,1.212,44.23,556.77,1,2.92878704,5955,0.972,-0.24,4.534
1134,0,896,0.663,87.12,152.12,1,9.80321143,6170,1.063,-0.16,4.472
1135,0,631,0.039,89.96,37.43,2,24.81097206,6086,1.003,-0.26,4.511
1136,0,956,0.072,89.79,197.05,2,7.136922,6086,1.003,-0.26,4.511
1137,0,1052,0.943,77.94,288.7,1,4.8538404,5778,1.038,0.14,4.483
1138,0,869,0.064,89.79,134.66,1,11.04605365,6093,1.025,-0.12,4.429
1139,0,1288,1.279,75.07,648.75,1,2.621706694,5749,0.772,-0.56,4.436
1140,0,954,0.341,88.63,195.7,1,3.72020708,5017,0.76,-0.02,4.516
1141,0,1077,0.818,86.85,317.89,1,12.26486736,5372,1.295,0.3,3.81
1142,0,782,0.029,89.94,88.24,2,8.689301216,5211,0.817,0.08,4.447
1143,0,582,0.277,89.76,27.2,2,20.99757968,5211,0.817,0.08,4.447
1144,0,1567,0.388,86.76,1420.01,1,0.979442525,5532,0.833,-0.4,4.607
1145,0,1303,0.784,84.95,680.79,1,3.120828136,6122,1.07,-0.1,4.471
1146,0,933,0.46,89.44,179.16,1,15.13590453,6050,1.24,0.14,4.137
1147,0,1143,0.009,89.92,402.58,1,1.399326503,4502,0.722,0.22,4.572
1148,0,802,0.105,89.41,97.94,2,1.937029968,4042,0.505,-0.62,4.761
1149,0,521,0.845,88.38,17.41,2,7.06117322,4042,0.505,-0.62,4.761
1150,0,749,0.795,87.62,74.49,1,20.55331441,6325,1.157,-0.04,4.409
1151,0,560,0.029,89.97,23.27,1,40.0686713,6026,0.924,-0.36,4.411
1152,0,476,0.595,89.47,12.13,4,114.73658,5597,0.969,-0.18,3.963
1153,0,401,0.876,88.94,6.14,4,191.239133,5597,0.969,-0.18,3.963
1154,0,1285,0.398,87.48,642.83,4,5.83393857,5597,0.969,-0.18,3.963
1155,0,520,4.426,72.91,17.33,1,24.3282251,5286,0.872,-0.06,4.59
1156,0,797,0.682,88.23,95.64,3,10.41572666,5511,0.947,0.2,4.426
1157,0,883,0.352,88.91,143.33,3,14.97031664,5726,1.066,0.21,4.123
1158,0,683,0.608,88.5,51.5,3,32.2753853,5726,1.066,0.21,4.123
1159,0,1046,0.3288,88.24,283.31,3,6.33027476,5900,0.964,-0.12,4.363
1160,0,480,0.963,88.34,12.56,1,38.3262237,5229,0.821,0.08,4.441
1161,0,613,0.984,78.42,33.34,1,4.04355245,3871,0.573,0.07,4.744
1162,0,930,0.473,88.76,176.53,1,5.59728249,5610,0.953,0,4.551
1163,0,976,0.492,87.89,214.86,2,5.52418625,5334,0.865,0.16,4.372
1164,0,837,0.504,88.45,115.84,2,8.77514782,5334,0.865,0.16,4.372
1165,0,969,0.696,89.13,208.77,1,10.12742274,6392,1.232,0.07,4.399
1166,0,1876,0.832,75.72,2923.54,1,0.870693883,5985,0.94,-0.34,4.519
1167,0,569,0.918,86.79,24.71,1,27.5071114,5783,0.977,-0.08,4.539
1168,0,923,0.031,89.88,171.63,2,5.1443645,5157,0.83,0.18,4.445
1169,0,632,0.832,88.09,37.81,1,18.45848388,5311,0.859,0.14,4.419
1170,0,501,0.577,89.2,14.85,1,25.9421582,5167,0.891,0.16,4.585
1171,0,669,0.176,89.67,47.39,1,21.06075303,5706,0.94,0,4.382
1172,0,739,0.701,88.37,70.51,3,13.08424286,5511,0.947,0.2,4.426
1173,0,1265,0.076,89.49,603.57,1,2.684328541,5561,0.859,-0.1,4.411
1174,0,653,0.4757,89.95,43.02,3,23.3397956,5671,0.983,0.16,4.36
1175,0,771,0.043,89.82,83.53,1,2.806243488,4153,0.595,-0.22,4.684
1176,0,1318,0.719,72.88,714.27,1,2.27190723,5788,0.856,-0.38,4.506
1177,0,1579,1.206,75.8,1466.12,1,7.132351753,7530,1.633,-0.06,4.08
1178,0,907,0.83,84.79,159.66,2,6.53194024,5301,0.856,0.16,4.391
1179,0,492,0.003,90,13.86,1,51.3011844,6032,1.014,-0.18,4.508
1180,0,740,1.145,75.45,71.01,1,1.097211085,3497,0.339,-0.2,4.92
1181,0,1876,0.054,89.45,2919.17,1,0.938466959,5499,0.906,0.12,4.323
1182,0,570,0.946,87.91,24.98,1,51.3901452,6074,1.173,0.16,4.284
1183,0,1185,0.638,86.57,464.73,1,3.217518511,5720,0.882,-0.22,4.473
1184,0,1039,0.485,87.66,274.98,2,4.66271902,5729,1.051,0.21,4.514
1185,0,762,0.875,87.15,79.66,2,11.8150174,5729,1.051,0.21,4.514
1186,0,689,0.714,87.41,53.33,3,7.834433676,4920,0.822,0.07,4.62
1187,0,949,0.844,82.59,191.27,3,3.005156911,4920,0.822,0.07,4.62
1188,0,580,0.562,89.26,26.73,2,33.3856176,5833,0.974,-0.04,4.407
1189,0,866,0.486,86.99,132.85,1,8.48039789,5401,0.93,0.3,4.364
1190,0,1390,0.151,88.99,880.53,1,1.333395306,5199,0.807,-0.04,4.527
1191,0,1622,0.899,81.59,1636.72,2,7.71467686,6900,1.714,0,3.843
1192,0,1217,0.941,74.94,518.45,1,4.4444826,6240,1.135,-0.02,4.426
1193,0,727,0.906,77.42,65.94,1,21.3781146,6218,1.219,0.21,4.417
1194,0,515,0.959,81.44,16.56,2,29.5422566,5510,0.877,-0.16,4.572
1195,0,303,0.887,88.57,1.99,2,144.551628,5510,0.877,-0.16,4.572
1196,0,353,0.921,89.62,3.66,1,186.4361811,5393,0.926,0.18,4.132
1197,0,855,0.937,79.3,126.56,1,8.04727721,5840,0.942,-0.24,4.553
1198,0,616,0.642,87.35,33.99,1,5.87063416,4166,0.624,-0.06,4.66
1199,0,662,0.487,89.02,45.46,4,15.35876777,5422,0.874,0.02,4.484
1200,0,714,0.213,89.78,61.49,1,29.5390897,6572,1.298,0.07,4.365
1201,0,537,0.654,89.14,19.62,1,35.6364022,5926,0.978,-0.2,4.532
1202,0,2321,1.186,64.51,6862.81,1,0.94773253,6302,0.895,-0.7,4.183
1203,0,1705,0.102,89.25,1995.65,1,0.784031658,5435,0.937,0.07,4.578
1204,0,898,0.294,88.79,153.36,1,8.98128472,5977,1.133,0.21,4.473
1205,0,964,0.751,88.05,203.87,2,13.07141889,6122,1.123,0.02,4.173
1206,0,1057,1.267,60.86,294.34,1,0.692015479,3752,0.503,-0.08,4.747
1207,0,594,0.784,86.38,29.47,1,17.0421346,5367,0.854,-0.16,4.59
1208,0,673,1.255,83.53,48.5,1,7.94671044,4859,0.789,-0.02,4.626
1209,0,1172,1.258,64.75,446.47,1,3.74781242,5780,1,0,4.438
1210,0,283,0.911,89.61,1.52,1,192.667139,5401,0.863,0,4.487
1211,0,903,0.085,89.75,157.1,1,3.989544192,5229,0.765,-0.42,4.643
1212,0,752,0.721,88.06,75.61,2,17.9776037,6296,1.066,-0.26,4.46
1213,0,864,0.73,86.93,131.58,2,11.8693144,6296,1.066,-0.26,4.46
1214,0,818,0.046,89.91,105.74,1,12.98494603,5948,0.93,-0.26,4.384
1215,0,1086,0.446,87.39,328.98,1,7.300735516,6434,1.169,-0.1,4.394
1216,0,640,0.004,89.99,39.65,1,19.17893976,5767,0.979,-0.06,4.538
1217,0,716,0.74,87.58,62.05,1,6.99130452,4847,0.86,0.36,4.606
1218,0,402,1.259,88.63,6.19,1,52.971584,5204,0.808,-0.08,4.55
1219,0,704,0.742,86.49,58.08,1,3.517494725,4132,0.578,-0.3,4.699
1220,0,1104,0.904,80.2,351.27,2,6.93365167,5861,1.01,0,4.212
1221,0,1112,0.0896,89.95,361,2,5.91393977,6194,1.208,0.21,4.415
1222,0,610,0.071,89.93,32.74,1,61.0373591,6309,1.358,0.28,4.154
1223,0,394,0.787,89.02,5.69,1,33.8677783,4564,0.683,-0.06,4.593
1224,0,681,1.209,85.51,50.91,1,14.62399621,5753,0.907,-0.3,4.57
1225,0,281,0.447,89.97,1.47,1,1064.268096,6340,1.174,-0.46,3.833
1226,0,1281,3.178,35.77,635.47,1,2.113202658,5482,0.853,-0.12,4.502
1227,0,799,0.946,87.78,96.39,1,9.771462706,5812,0.947,-0.2,4.551
1228,0,214,0,90,0.49,1,281.5628889,4810,0.755,0.12,4.536
1229,0,1579,1.203,30.49,1472.38,1,1.157808038,5566,0.975,0.12,4.532
1230,0,1355,0.67,85.02,796.26,1,6.14281498,6495,1.182,-0.14,4.128
1231,0,964,0.007,89.98,204.18,1,5.69919592,5646,0.986,0.12,4.493
1232,0,830,0.896,85.95,112.43,1,18.11473813,6109,1.194,0.14,4.247
1233,0,1111,0.029,89.89,360.09,1,6.24145791,5810,1.026,0.1,4.25
1234,0,785,0.059,89.87,89.74,2,20.4222447,6119,1.157,0.1,4.274
1235,0,985,0.911,82.52,222.19,5,8.72585478,6036,0.987,-0.18,4.326
1236,0,865,0.962,81.13,132.23,5,12.88291395,6036,0.987,-0.18,4.326
1237,0,672,0.603,88.99,48.29,5,27.4345973,6036,0.987,-0.18,4.326
1238,0,1254,0.823,82.31,584.24,5,4.22453631,6036,0.987,-0.18,4.326
1239,0,572,0.689,89.07,25.3,5,44.5520266,6036,0.987,-0.18,4.326
1240,0,524,0.275,89.88,17.76,2,52.069002,5565,1.008,0.32,4.251
1241,0,1226,0.018,89.89,535.84,4,2.418406841,5422,0.874,0.02,4.484
1242,0,1580.163265,0.69544898,72.65908163,31090.7949,2,8.51170088,5632.693878,1.011989796,-0.153367347,4.29494898
1243,0,968,0.522,87.04,207.45,1,5.0825188,5706,0.93,-0.18,4.561
1244,0,445,0.966,81.45,9.28,4,6.93910337,3638,0.45,-0.14,4.844
1245,0,906,0.675,86.67,159.34,1,9.11500269,5962,1.039,0,4.431
1246,0,918,0.918,78.15,168.01,1,8.48031942,5951,0.983,-0.14,4.439
1247,0,746,0.009,89.98,73.16,2,13.7223682,5637,0.813,-0.3,4.399
1248,0,1265,0.966,69.25,604.27,1,3.582076914,6109,0.95,-0.36,4.422
1249,0,721,0.707,88.09,63.79,1,15.43400996,5900,1.065,0.07,4.509
