row_id,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
5930,0.269306122,0,0,0,25.64384513,177.41892,2455010.419,0,0.69544898,5.05,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,287.99161,42.933769,15.832,16.446,15.787,15.568,15.431,14.503,14.116,13.92,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5931,0.269306122,0,0,0,25.58546721,177.07745,2455010.077,0,0.69544898,2.28,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,289.11868,43.077389,15.161,15.841,15.101,14.87,14.751,13.757,13.313,13.215,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5932,0.269306122,0,0,0,17.47702,186.5568,2455019.557,0,0.0012,54.52,138,0.010841,0.00102,0.93,0.1247,89.95,676,49.24,2.5442,0.3071,0.295,73.13507722,290.5218273,2.9,1,513.6122449,1.102040816,8.91E+30,0.505287755,6116,4.579,-0.86,0.782,0.845,288.6496,46.597752,14.547,14.943,14.517,14.377,14.32,13.458,13.143,13.076,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5933,0.269306122,0,0,0,16.88954693,183.15557,2455016.156,0,0.69544898,3.41,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,294.98788,47.21986,14.736,15.34,14.689,14.5,14.404,13.505,13.092,13.048,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5934,0.269306122,0,0,0,26.77891391,186.20963,2455019.21,0,0.69544898,3.12,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,300.46063,45.01384,14.005,15.013,13.992,13.571,14.09478571,10.433,9.805,9.578,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5935,0.269306122,0,0,0,13.33386985,263.78932,2455096.789,0,0.69544898,6.51,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,296.08609,51.127041,9.563,9.881,9.49,9.427,9.421,8.581,8.42,8.366,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5936,0.269306122,0,0,0,94.10628163,184.9905063,2455017.991,0,0.69544898,17.21,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,286.40833,37.426762,14.748,16.234,14.817,14.111,13.721,12.502,11.88,11.644,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5937,0.269306122,0,0,0,14.71266408,366.02309,2455199.023,0,0.69544898,4.21,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,1,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,287.20215,37.94825,15.557,16.164,15.535,15.297,15.217,14.187,13.764,13.815,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5938,0.974,0,1,0,0.696125302,354.767068,2455187.767,0,1.219,2.0054,15000,0.386422,0.39891,28.44,0.0133,55.84,1645,1739.43,2.17,0.2787,0.3888,32.67457,41.593784,177.2,1,1627,1,1.11E+28,0.8048,5245,4.594,-0.76,0.674,0.652,293.539,44.494919,15.464,16.139,15.431,15.175,14.987,13.924,13.396,13.316,0,19.5692388,44.494845,-1.08,-0.27,-0.00157,0.00154,1.16,-1.59,1.97,-0.236,-0.088,0.252
5939,0,0,1,0,302.3886782,309.18675,2455142.187,0,1.134,3.1229,41300,0.435247,57.09988,40.73,0.8341,89.9,238,0.76,651.1,0.1959,0.5086,253.62091,420.6973,294.8,1,5,1,1.11E+31,0.8444,5328,4.499,0,0.857,0.845,301.70923,44.281792,14.041,14.664,14.013,13.774,13.657,12.727,12.268,12.218,0,20.1139876,44.2817085,1.481,-0.293,0.007,0.029,-0.162,-0.508,0.533,0.091,-0.234,0.25
5940,0.995,0,0,0,305.0762469,294.06794,2455127.068,0,0.695,6.255,4040,0.061965,5.44843,7.82,0.9117,89.87,284,1.53,299,0.2514,0.4282,75.11943,142.38934,113.4,1,5,1,1.11E+31,0.4207,5716,4.348,0.4,1.155,1.083,298.99509,45.909512,13.377,13.967,13.332,13.125,13.051,12.088,11.772,11.689,0.079,19.9330092,45.909472,0.12,-0.135,0.0003,-0.00041,-0.03,-0.021,0.03,-0.14,-0.316,0.345
5941,0,0,0,1,5.24372504,132.7225,2454965.723,0,1.201,17.136,234,0.215542,0.00145,20.41,0.0543,20.48,1017,253.25,1.282,0.2865,0.3556,5.45108,29.569283,51.6,1,222,1,1.11E+30,0.2405,5772,4.452,-0.58,0.867,0.777,291.91602,41.74741,14.579,15.094,14.547,14.358,14.261,13.366,13.026,12.969,0,19.460993,41.747124,-3.04,-1.03,0.000612,0.000174,-2.52,-1.02,2.72,-2.46,-1.18,2.73
5942,0,0,1,0,18.7952698,138.6686066,2454971.669,0,0.201,9.9816,28200,0.153076,0.2339,30.77,0.1403,89.29,899,154.05,16.3464,0.2427,0.4368,519.85486,3019.4248,3596.6,1,74,1,1.11E+31,0.8533,5623,3.925,-0.12,1.841,1.038,286.83035,42.279202,13.941,14.4,13.876,13.744,13.642,12.73,12.412,12.342,0,19.12202365,42.27916231,-0.0142,-0.1357,-0.00457,0.0011,0.124,0.02,0.126,-0.118,-0.118,0.167
5943,0,0,1,1,42.2625935,152.31269,2454985.313,0,0.962,4.465,692,0.032285,0.211,12.62,0.2813,87.97,855,126.27,27.11,0.2431,0.4394,7.1234803,27.867413,40.7,1,34,1,1.11E+31,0.2608,5432,3.55,0.04,3.581,1.658,293.93689,42.961559,13.754,14.458,13.705,13.453,13.327,12.321,11.861,11.78,0,19.5957513,42.96108,-1.61,-1.73,0.0011,0.00123,-1.6,-1.98,2.55,-1.74,-1.93,2.6
5944,0.004,0,1,0,3.549386251,134.247174,2454967.247,0,0.818,2.4342,50700,0.247971,1.75919,24.15,0.0441,85.55,1142,402.76,10.54,0.2711,0.3858,152.06187,1623.3705,108.2,1,317,1,1.11E+28,0.7783,5759,4.495,-0.2,0.892,0.908,286.42599,43.264278,15.895,16.459,15.864,15.653,15.584,14.564,14.196,13.956,0,19.09506616,43.2643115,0.0064,0.1136,0.006,0,-0.04,-0.003,0.04,0.033,-0.022,0.039
5945,0.994,0,0,0,29.92208104,146.00807,2454979.008,0,0.38,2.7716,345,0.017282,9.96221,3.09,0.1954,89.72,782,88.52,77.8,0.303,0.3166,8.389268,31.87324,37.6,1,44,1,1.11E+31,0.8087,6127,4.055,-0.12,1.637,1.109,287.23676,43.567211,13.377,13.765,13.315,13.211,13.2,12.343,12.046,11.985,0.004,19.1491335,43.56708,0.63,-0.45,-0.00016,0.00019,0.44,-0.32,0.54,0.51,-0.25,0.57
5946,0,1,0,1,0.566812588,131.79719,2454964.797,0,0.079,3.596,17.1,0.003804,0.14743,0.71,0.0134,86.68,3089,21653.56,1.3579,0.2998,0.3069,3.517721,9.616937,17.5,1,2368,1,1.11E+31,0.4407,6194,3.971,-0.5,1.718,1.008,291.5907,42.669891,12.756,13.117,12.714,12.601,12.559,11.7,11.392,11.378,0,19.439326,42.66872,-2.16,-4.21,2.50E-05,5.00E-05,-1.27,-2.49,2.8,-1.22,-2.44,2.73
5947,0,0,0,1,9.94221873,133.84961,2454966.85,0,1.171,2.453,487,0.196178,0.08771,19.64,0.0852,81.27,754,76.56,7.71,0.1914,0.5167,7.942821,22.974052,12.6,1,134,1,1.11E+31,0.777,5213,4.434,0.14,0.917,0.832,298.64505,42.089851,14.129,14.856,14.066,13.818,13.672,12.705,12.225,12.126,0,19.908972,42.101,-27.99,40.14,0.0119,-0.0168,-2.905,5.44,6.16,-2.874,5.46,6.17
5948,0,0,0,1,9.06557317,135.15009,2454968.15,0,0.432,1.6208,243,0.01461,13.89039,1.46,0.0849,89.37,880,141.9,39.2,0.2965,0.3342,4.737262,21.247154,24.9,1,147,1,1.11E+31,0.3061,6075,4.51,-0.28,0.916,0.991,287.79138,42.574108,14.005,14.416,13.959,13.829,13.791,12.926,12.633,12.578,0,19.186197,42.57376,4.16,-1.24,-0.00097,0.00034,3.18,-1.17,3.39,3.16,-1.18,3.37
5949,0.269306122,0,0,0,4.9432827,132.8581,2454965.858,0,0.5719,40.01,27.1,0.004963,0.00105,1.21,0.0646,59.01,1739,2161.95,1.107,0.3205,0.2744,73.13507722,290.5218273,12.9,1,513.6122449,1.102040816,8.91E+30,0.505287755,6701,3.907,-0.2,2.236,1.472,290.30646,45.750931,11.833,12.002,11.801,14.08210204,14.09478571,10.668,10.505,10.462,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5950,0,0,0,1,7.35390869,132.01829,2454965.018,0,0.375,2.061,92.9,0.008993,5.83141,2.29,0.084,89.16,1483,1141.53,25.55,0.3132,0.2951,3.809229,10.855893,11.1,1,146,1,1.11E+31,0.4198,6385,3.868,-0.04,2.327,1.458,298.26663,46.412991,12.865,13.211,12.802,12.717,12.675,11.835,11.634,11.573,0,19.885031,46.41287,21.97,-0.42,-0.00199,3.40E-05,9.9,0.68,9.93,9.88,0.64,9.9
5951,0.013,0,0,1,15.7455586,145.54111,2454978.541,0,0.889,13.877,161,0.013595,0.00618,1.41,0.1242,78.15,743,71.98,4.33,0.2916,0.3447,4.65248,22.071325,37.6,1,84,1,1.11E+31,0.7691,6089,4.495,-0.18,0.95,1.031,293.67361,42.666458,13.276,13.674,13.21,13.105,13.058,12.15,11.856,11.808,0.835,19.578266,42.66745,1.01,3.6,-1.00E-05,7.00E-05,-0.1,-1,1,-0.4,0.9,1
5952,0,1,0,1,0.566796615,131.8009,2454964.801,0,0.243,1.999,47.8,0.006358,0.63168,0.59,0.0131,83.68,2077,4426.68,2.205,0.2787,0.3728,3.6360388,8.537784,8.5,1,2364,1,1.11E+31,0.9259,5858,4.553,-0.26,0.849,0.94,291.82965,42.737679,15.111,15.626,15.07,14.89,14.817,13.847,13.461,13.475,0.138,19.455345,42.73755,1.4,-0.5,-7.30E-05,3.40E-05,-1.5,-1.11,1.86,-1.57,-0.92,1.82
5953,0.999,0,0,0,8.48651582,138.01698,2454971.017,0,0.009,5.267,111,0.009651,0.50575,1.34,0.0838,89.96,1060,298.03,12.44,0.3029,0.3239,4.859582,17.808954,21.1,3,124,2,1.11E+31,0.5501,6178,4.269,-0.04,1.267,1.085,296.80344,46.74115,13.573,13.94,13.513,13.416,13.348,12.526,12.275,12.198,0.082,19.786906,46.74125,0.33,0.35,-5.10E-05,-6.40E-05,0.11,0.01,0.11,-0.01,-0.07,0.07
5954,0,1,0,1,2.189092892,132.082757,2454965.083,0,1.27,5.1128,1870,0.317097,0.02018,33.45,0.0335,42.52,1446,1034.43,1.723,0.2916,0.3447,6.385112,28.251326,150.7,1,596,1,1.11E+30,0.7307,6106,4.487,-0.16,0.966,1.043,285.87708,39.690689,15.741,16.205,15.701,15.543,15.489,14.612,14.231,14.252,0,19.058638,39.69186,6.92,4.19,-0.0031,-0.00209,3.13,1.311,3.39,3.01,0.89,3.14
5955,0,0,0,1,2.40435335,133.22999,2454966.23,0,0.746,4.07,70.6,0.008326,0.10489,3.05,0.0404,76.42,2454,8577.88,3.18,0.2941,0.3391,4.3082886,22.606804,27.1,1,560,1,1.11E+31,0.6225,6103,3.568,-0.22,3.358,1.522,299.70813,40.921909,13.25,13.671,13.208,13.07,13.031,12.182,11.886,11.819,0,19.980549,40.92235,0.3,1.59,3.00E-06,-0.00013,-1.18,0.87,1.46,-1.23,0.68,1.4
5956,0,0,1,0,220.9290121,240.81927,2455073.819,0,0.826,7.335,2460,0.051019,1.29665,5.24,0.7114,89.68,299,1.89,149.6,0.2889,0.3511,646.6607,919.6245,70.4,1,3,1,1.11E+31,0.2108,5893,4.483,-0.12,0.941,0.981,296.03668,47.180119,14.707,15.214,14.662,14.489,14.423,13.565,13.158,13.098,0,19.73577166,47.1800869,-0.2805,-0.1191,0.011,0.005,-0.056,-0.073,0.092,-0.114,0.03,0.118
5957,0,1,0,1,3.1877519,134.418,2454967.418,0,1.178,14.836,452,0.200899,0.00361,19.66,0.041,19.21,1141,400.3,1.247,0.2327,0.4526,3.959585,18.444157,83.2,1,336,1,1.11E+31,0.2749,5532,4.489,0,0.896,0.904,285.37082,47.946499,14.64,15.213,14.564,14.394,14.292,13.331,12.912,12.897,0,19.024791,47.9489,2.56,8.6,-0.000326,-0.00123,-0.003,7.137,7.137,0.179,7.038,7.04
5958,0.825,0,0,0,3.76565247,132.52476,2454965.525,0,0.535,1.557,92.4,0.009084,5.28334,0.87,0.047,88.06,1108,356.3,15.82,0.2676,0.3928,3.1413853,7.37357,9.1,1,353,1,1.11E+31,0.591,5815,4.54,-0.12,0.877,0.973,293.13828,42.965141,14.688,15.172,14.627,14.48,14.395,13.542,13.223,13.197,0.032,19.542496,42.96551,-2.2,1.3,0.0002,-0.00011,1.17,1.23,1.7,1.09,1.3,1.7
5959,0,0,1,0,10.72396374,357.14874,2455190.149,0,1.25,3.8439,13500,0.403166,0.42002,39.84,0.0896,84.75,783,88.64,13.67,0.2434,0.4341,91.32116,400.20093,127.7,1,206,2,1.11E+28,0,5582,4.445,-0.22,0.905,0.832,296.01447,42.422279,15.613,16.225,15.554,15.351,15.169,14.231,13.758,13.705,0,19.73430482,42.4222401,0.272,-0.144,0.00061,0.0007,-0.02,-0.074,0.076,0.03,-0.119,0.123
5960,0,1,0,1,119.67747,415.4806,2455248.481,0,1.283,32.274,3250,0.347764,0.00217,36.8,0.4832,83.76,379,4.9,11.8,0.2889,0.3511,72.543846,76.13904,52,1,10,1,1.11E+28,0.0227,6075,4.486,-0.12,0.969,1.048,291.16675,38.78019,15.933,16.43,15.878,15.72,15.612,14.731,14.398,14.29,0.474,19.411114,38.780076,-0.14,-0.41,-0.0003,0.0004,0.4,1.09,1.16,0.48,0.85,0.98
5961,0,0,1,0,185.9526325,288.874323,2455121.874,0,1.264,3.5964,11100,0.401043,7.41854,50.98,0.6498,89.7,343,3.28,238,0.2555,0.4191,94.55111,127.23148,147.3,1,5,1,1.11E+31,0.2311,5813,4.33,0.21,1.164,1.057,289.1524,50.253159,14.305,14.764,14.254,14.108,14.051,13.196,12.887,12.806,0.376,19.2768266,50.253091,0.021,-0.249,-0.0006,-0.0007,0.028,-0.053,0.06,0.019,-0.182,0.183
5962,0.269306122,0,0,0,103.6265092,426.3726042,2455259.373,0,0.69544898,6.89,10231.17449,0.10857801,2.861124388,17.37489796,0.09180102,72.65908163,1580.163265,31090.7949,17.74603716,0.246305102,0.42002551,73.13507722,290.5218273,103.6081633,4,513.6122449,1.102040816,8.91E+30,0.505287755,5632.693878,4.29494898,-0.153367347,2.228591837,1.011989796,287.60461,42.166779,12.596,12.956,12.557,12.442,12.397,11.558,11.251,11.209,0.058244898,19.47548024,42.57951804,-4.961276531,1.83049898,0.000743102,0.001351776,0.151989796,0.246765306,3.694367347,0.094357143,0.265214286,3.797520408
5963,0,0,1,0,41.07759033,173.7358974,2455006.736,0,0.502,6.20583,134000,0.342658,2.80013,23.2,0.2001,89.54,346,3.37,62.9763,0.0833,0.6584,4002.367,14980.483,5518.2,1,33,1,1.11E+31,0,4451,4.654,-0.3,0.62,0.633,289.07571,51.757439,11.762,12.978,11.734,11.241,10.942,9.815,9.137,8.996,0.193214286,19.27171841,51.75734529,0.14724,-0.34094,0.0109,-0.002181224,-0.004,-0.008,0.009,0.158,-0.441,0.469
5964,0,0,0,1,2.99540439,132.78128,2454965.781,0,1.179,6.172,223,0.19374,0.00538,65.37,0.0465,30.33,2195,5493.46,1.367,0.2931,0.3424,9.600733,31.895144,45.6,1,448,1,1.11E+31,0.9778,6106,3.633,-0.12,3.09,1.495,299.12851,41.58754,13.173,13.744,13.154,12.929,12.818,11.866,11.588,11.488,0.193214286,19.47432324,40.33218605,98.5,114.57,0.001963112,-0.002181224,6.46,8.488,10.667,6.544,8.576,10.787
5965,0.939,0,0,0,10.5994606,134.8329,2454967.833,0,0.671,9.484,129,0.010994,0.04637,1.28,0.0993,84.08,896,152.67,6.51,0.3024,0.3288,3.1292994,8.194781,11.2,1,109,1,1.11E+28,0.4283,6194,4.445,0.07,1.069,1.161,287.81284,43.362549,15.284,15.696,15.202,15.107,15.045,14.17,13.825,13.816,0,19.187481,43.36255,-1.61,0,0.000302,7.20E-05,-3.4,0.35,3.42,-3.34,1.04,3.5
5966,0,1,0,1,63.934965,162.84507,2454995.845,0,1.217,12.71,1120,0.256016,0.00806,44.59,0.3052,84.2,525,18,12.03,0.1973,0.5102,24.96798,36.876682,45.6,1,19,2,1.11E+31,0.3798,5209,3.999,0.1,1.595,0.927,299.59305,43.693089,14.339,15.089,14.285,14.017,13.887,12.839,12.383,12.26,0,19.9732499,43.70068,14.83,27.34,-0.0119,-0.0228,5.23,3.84,6.49,5.53,3.96,6.8
5967,0,1,0,1,38.4769457,150.56893,2454983.569,0,0.981,5.825,259,0.020296,0.03632,4.79,0.2348,86.03,814,103.72,14.17,0.2949,0.3354,11.091182,19.235224,18.4,1,28,3,1.11E+31,0.9934,6079,3.834,-0.32,2.163,1.164,283.19598,43.890968,13.404,13.791,13.355,13.239,13.209,12.363,12.05,12,0.193214286,18.880911,43.88278,45.9,-29.5,0.001963112,0.00636,0.511377551,-0.196346939,2.447663265,0.265204082,-0.225479592,2.356673469
5968,0.999,0,0,0,37.3228722,152.83532,2454985.835,0,0.608,7.2146,308,0.016573,0.45356,35.34,0.3344,88.92,1654,1769.88,32.2,0.1738,0.5555,8.273638,32.049522,42.6,1,39,1,1.11E+31,0.2994,4907,2.41,0.21,19.53,3.573,284.51019,43.961658,13.573,13.921,13.533,13.424,13.408,12.572,12.265,12.217,0.162,18.9673501,43.961522,0.13,-0.5,-2.70E-05,9.60E-05,0.1,0.09,0.14,0.18,-0.15,0.23
5969,0,0,0,1,1.664980224,131.68433,2454964.684,0,0.987,1.7455,231,0.021495,0.06998,3.68,0.0277,62.99,1921,3223.3,2.173,0.2678,0.3958,4.9655733,25.17076,47.6,1,806,1,1.11E+31,0,5792,4.058,-0.04,1.567,1.024,296.52682,43.960232,13.831,14.385,13.784,13.594,13.511,12.571,12.227,12.123,0,19.7692095,43.941166,29.36,-68.63,-0.00494,0.0115,3.45,-8.703,9.362,3.494,-8.777,9.447
5970,0,0,0,1,16.6094904,147.61311,2454980.613,0,0.631,3.189,273,0.015874,2.17855,1.82,0.1274,88.86,766,81.28,31.7,0.2916,0.3447,4.920979,10.696462,12.7,1,80,1,1.11E+31,0.598,6047,4.395,-0.16,1.05,0.998,300.43979,43.930729,14.926,15.439,14.888,14.706,14.617,13.702,13.355,13.323,0,20.029652,43.93498,12.9,15.3,-0.00329,-0.00444,4.81,4.75,6.76,4.99,4.42,6.67
5971,0,0,0,1,0.566789505,131.8313,2454964.831,0,1.03,5.835,54.6,0.039354,0.06621,3.37,0.0128,7.89,2038,4051.92,1.04,0.2979,0.3238,3.8098693,8.509156,12.6,1,2368,1,1.11E+31,-1,5894,4.585,-0.56,0.784,0.863,291.70721,42.61335,15.456,15.938,15.419,15.249,15.166,14.284,13.889,13.836,0.05,19.447094,42.61296,-2.1,-1.4,8.30E-05,6.30E-05,-0.82,-1.82,1.99,-0.79,-1.69,1.86
5972,0,0,0,1,2.62982665,132.08013,2454965.08,0,1.077,6.213,126,0.088706,0.00473,17.88,0.0418,26.24,1968,3542.64,1.2,0.3189,0.274,5.3396544,20.492586,24.6,1,513,1,1.11E+31,0.6169,6712,4.053,-0.1,1.846,1.411,293.20831,38.003319,13.395,13.662,13.34,13.281,13.281,12.419,12.259,12.174,0.193214286,19.5471612,38.02287,-2.56,70.38,0.000327,-0.002181224,2.37,7.3,7.7,2.4,7.4,7.8
5973,0,0,1,1,2.69787749,133.65962,2454966.66,0,0.53,1.915,117,0.010174,2.07822,1.5,0.0361,86.73,1512,1235.14,9.28,0.2472,0.4288,4.881358,23.347992,8.3,1,494,1,1.11E+31,0.6437,5609,4.114,-0.22,1.348,0.862,291.69385,38.964069,13.265,13.808,13.198,13.032,12.942,11.961,11.503,11.411,0,19.44479,38.96249,-61.56,-5.7,0.0081,0.000726,-9.815,-1.574,9.941,-9.502,-1.464,9.615
5974,0,0,0,1,5.23340265,133.1457,2454966.146,0,0.366,3.242,242,0.014219,1.10126,1.15,0.0552,88.2,851,124.02,11.68,0.2075,0.49,5.8286924,12.49613,12.7,1,257,1,1.11E+31,0.9183,5266,4.611,-0.22,0.741,0.83,282.04895,42.871109,15.516,16.148,15.455,15.245,15.129,14.179,13.748,13.625,0,18.803085,42.87019,-7.1,-3.3,0.00171,0.00083,1.9,-3.15,3.7,1.9,-3,3.6
5975,0,0,1,1,3.51289168,133.79619,2454966.796,0,0.373,3.313,131,0.010499,0.6825,1.12,0.0432,87.2,1161,429.42,7.64,0.2327,0.4526,4.2696514,23.183445,27.3,1,765,1,1.11E+31,0,5523,4.395,-0.02,0.981,0.871,295.98465,50.248199,13.76,14.333,13.696,13.514,13.435,12.476,12.105,12.055,0,19.732324,50.24885,0.52,2.33,-3.10E-05,-0.00018,-0.66,1.82,1.93,-0.72,1.89,2.02
5976,0,0,0,0,14.09258319,141.1447066,2454974.145,0,0.586,4.1536,530,0.021681,0.97395,1.82,0.1084,88.45,597,30.1,21.704685,0.1496,0.5746,5.4563465,15.945106,17.8,2,94,1,1.11E+31,0.9724,5081,4.596,0.12,0.77,0.864,291.65952,50.583881,15.753,16.518,15.686,15.426,15.292,14.244,13.756,13.551,0,19.44396,50.58433,-0.26,1.63,0.00019,-0.00109,-0.02,-0.03,0.04,-0.1,0,0.1
5977,0,0,0,1,9.087508013,137.2042403,2454970.204,0,0.511,2.7597,141,0.011172,2.42747,1.37,0.0825,88.67,987,224.7,21.964872,0.2979,0.3238,10.170058,10.370495,2.5,1,10,1,1.00E+22,0.7745,6078,4.297,-0.44,1.119,0.905,292.73621,42.75972,14.172,14.622,14.14,13.979,13.91,12.955,12.568,12.538,0.428,19.515714,42.75969,-1.3,-0.1,0.00042,-2.00E-05,1.21,-6.24,6.36,1.05,-6.41,6.5
5978,0,0,1,1,0.65244373,132.05504,2454965.055,0,0.133,1.471,611,0.02252,1.88559,2.17,0.0141,87.81,1969,3546.43,3.488,0.2711,0.3858,3.9666448,24.32191,41.8,2,988,1,1.01E+30,0,5638,4.488,-0.18,0.883,0.875,292.39539,43.869068,15.665,16.28,15.631,15.402,15.296,14.392,13.956,13.93,0.245153061,19.492967,43.86546,-2.29,-13,0.00095,3.55E-05,-0.752,-6.514,6.557,-0.766,-6.505,6.549
5979,0,0,0,1,1.332564704,132.04974,2454965.05,0,1.249,5.9775,1050,0.282994,0.02665,30.04,0.0241,23.11,1692,1945.27,1.357,0.2889,0.3511,5.159596,24.753668,124,1,851,1,1.11E+28,0.6803,6046,4.486,-0.08,0.972,1.053,295.2269,46.772869,14.923,15.381,14.844,14.727,14.602,13.757,13.422,13.33,0,19.681755,46.77397,-1.4,3.96,0.00023,-0.000796,-4.39,7.27,8.49,-4.43,7.28,8.52
5980,0,0,1,0,2.636899795,132.07629,2454965.076,0,1.519,0.9105,426,0.53884,0.48036,49.84,0.0362,74.29,1179,456.22,5.61,0.2327,0.4526,3.5967438,21.557814,27.6,2,508,1,1.11E+31,0.8169,5524,4.54,-0.04,0.847,0.908,297.55859,40.63467,14.72,15.311,14.629,14.467,14.349,13.32,12.964,12.935,0,19.837253,40.63444,0.52,-0.82,0.00062,-0.00025,-0.04,0.15,0.15,0.31,-0.2,0.37
5981,0,1,0,1,0.660629055,131.86099,2454964.861,0,1.173,5.894,232,0.187495,0.07307,17.38,0.0145,9.79,2032,4040.43,1.19,0.2979,0.3238,5.4620605,18.997097,103.3,1,2035,1,1.11E+31,0.9504,6024,4.55,-0.42,0.849,0.934,295.5495,43.047722,13.872,14.287,13.825,13.694,13.635,12.809,12.465,12.426,0.193214286,19.703022,43.04879,-10.96,3.84,0.001963112,-0.002181224,-8.79,2.54,9.15,-8.91,2.48,9.25
5982,0,0,0,1,0.885123683,131.88646,2454964.886,0,0.708,3.3865,113,0.010426,0.11051,1.14,0.0181,64.77,1961,3477.17,1.66,0.2889,0.3511,3.6065972,16.17963,42,1,762,1,1.11E+31,0.7737,5979,4.44,-0.12,0.998,0.999,298.83673,43.44302,14.152,14.626,14.086,13.949,13.827,13.026,12.661,12.571,0,19.922427,43.44189,-0.87,-4.08,6.50E-05,0.000311,0.49,-6.63,6.65,0.61,-6.56,6.59
